Smiles,standard_smiles
ClC1=CCc2nc(c3ccccc3n2)NCON=C(Cl)C1,ClC1=CCc2nc(c3ccccc3n2)NCON=C(Cl)C1
ClCC(Cl)=CCNC1=Nc2ccccc2C=C=[SH]C=NC=CCNCCO1,ClCC(Cl)=CCNC1=Nc2ccccc2C=C=[SH]C=NC=CCNCCO1
CC(N)C(=CC=CCl)N1C=CCC=C1C(CCO)NC=CN=CCF,CC(N)C(=CC=CCl)N1C=CCC=C1C(CCO)NC=CN=CCF
C=CCCCN1CCC12C=CC=C1N=C(NC=CC=C(C)CCl)NOCCNN=C12,C=CCCCN1CCC12C=CC=C1N=C(NC=CC=C(C)CCl)NOCCNN=C12
OCCc1nc(C2=C=C(Cl)C(Cl)=C2)nc2ccccc12,OCCc1nc(C2=C=C(Cl)C(Cl)=C2)nc2ccccc12
CCOCNC=CCCC1C(c2ccc(Cl)c(Cl)c2)=NC2=CN=C3CN2C31,CCOCNC=CCCC1C(c2ccc(Cl)c(Cl)c2)=NC2=CN=C3CN2C31
CC=CONC1CC=CCC1=CC=C=CCCNCCCC=CCONc1ccc(Cl)c(Cl)c1,CC=CONC1CC=CCC1=CC=C=CCCNCCCC=CCONc1ccc(Cl)c(Cl)c1
OCCNc1nc(N2C=CC(Cl)C(Cl)=C2)nc2c1=CC=C=2,OCCNc1nc(N2C=CC(Cl)C(Cl)=C2)nc2c1=CC=C=2
OCCNCc1ccccc1N=C1CC=CC2CNCC3=C(Cl)CN3C1C2,OCCNCc1ccccc1N=C1CC=CC2CNCC3=C(Cl)CN3C1C2
OCC1Nc2nc(nc3ccccc23)NCC=C1CCl,OCC1Nc2nc(nc3ccccc23)NCC=C1CCl
NCC1CCN1CC1C=CC=C1,NCC1CCN1CC1C=CC=C1
OCCNc1nc(C2=CC=C2Cl)nc2c(C=CCl)cccc12,OCCNc1nc(C2=CC=C2Cl)nc2c(C=CCl)cccc12
CC=CC1CN=C(N2CC(Cl)C(Cl)=CC2C)N=C1NCCO,CC=CC1CN=C(N2CC(Cl)C(Cl)=CC2C)N=C1NCCO
CNCC=C(Cl)C(=CCc1nc(NCON)c2ccccc2n1)CC=CC#CCl,CNCC=C(Cl)C(=CCc1nc(NCON)c2ccccc2n1)CC=CC#CCl
C#CCC(F)c1ccccc1,C#CCC(F)c1ccccc1
OCCNc1nc(NCC=CC(Cl)Cl)nc2ccccc12,OCCNc1nc(NCC=CC(Cl)Cl)nc2ccccc12
C=CC(NCCO)C1=CC#CC2CCCCCCN2NC(C=C)C(Cl)(CC=CC)C(Cl)=CCN1,C=CC(NCCO)C1=CC#CC2CCCCCCN2NC(C=C)C(Cl)(CC=CC)C(Cl)=CCN1
C=C1CC(Cl)=C(C)CN2C(OCC)CCN=CC(=CC=C1Cl)OON2CC,C=C1CC(Cl)=C(C)CN2C(OCC)CCN=CC(=CC=C1Cl)OON2CC
NC1=NC(c2ccc(Cl)cc2)=Nc2ccccc2OCC1,NC1=NC(c2ccc(Cl)cc2)=Nc2ccccc2OCC1
C=CCCCCOOCCC#CN=CNCC(NCCO)c1ccccc1N=CC#CC=CC=CONC1=CC(C)C(Cl)=C1,C=CCCCCOOCCC#CN=CNCC(NCCO)c1ccccc1N=CC#CC=CC=CONC1=CC(C)C(Cl)=C1
CCC1=CCNC2NCCOCC3NC4=C=C(N3)C(=C2C4)C=C1Cl,CCC1=CCNC2NCCOCC3NC4=C=C(N3)C(=C2C4)C=C1Cl
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,2.142922942325087,4.478479999959962,13,2.0,0.2378914345193498,-0.7137100404981567,342.297,-5.395599999999993,11.0,8.0,2.0,0.2378914345193498,9.0,189.52999999999997,0.1203958323225379,0.509667032957077,0.42748025357723235,0.00018464135282556527,0.013546311040408909,0.016720288596116007,0.0014135687320958822,0.013413690237211996,0.000766967407798802,0.15564377380069344,1.4604468474388454e-05,0.003670509811490774,0.01891944231465459,0.12005826421082019,0.03573813205584884,0.020083957351744175,0.029252910427749156,0.0005186602364119608,0.002062181825749576,0.03693152032792568,0.1680635079741478,0.00010434749608521088,0.10665623294189572,0.0013110194762703032,0.03779297173023224,0.0009855954278464197,0.00018092405443894676,0.001500439934898168,0.0239092763280496,0.3197234272956848,0.08930807169526815,-6.302705846474437,56.262240311876084,10.017596853684859,10.911429364640123,-22.30635469217348,0.9414696160749918,-1.5443626405903372,16.523118278145137,0.5533585455541463,-8.241254684869418,52.15199689802249,5.060100814269097,90.73284218689415,95.2888716556805,9.848778596355176,15.102753005040713,93.95114385420706,90.18999612252811,37.68902675455603,31.36874757658007,15.354788677782086,3.9162466072120976,19.930205506010083,5.816207832493214,11.20589375727026,7.250872431174874,5.971306708026367,17.836370686312524,5.467235362543621,1.2795657231485071,18.069018999612254,23.187281892206283,4.459092671578131,66.80884063590538,58.00697944939899,5.777433113609926,21.675067855758044,69.63939511438542,74.2535866614967,9.616130283055448,14.424195424583171,5.389685924777045,25.51376502520357,23.226056611089568,3.1407522295463357,16.013958898797984,51.803024428072895,37.37882900348973,28.69329197363319,7.599844901124467,67.50678557580457,40.519581233036064,55.56417215975184,0.8530438154323381,1.2795657231485071,8.375339278790229,4.536642109344707,96.89802248933695,2.6366808840635905
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,1.123217995048329,2.1311137638480755,5,4.0,0.7560099167404621,77.13224567490701,284.267,2.8798000000000012,5.0,2.0,4.0,0.7560099167404621,0.0,79.9,0.47573543190956114,0.3002854138612747,0.5075072258710861,0.9882673025131226,0.7582118153572083,0.12002770975232124,0.5946285605430603,0.23645773380994797,0.5494083434343338,0.5217625319957733,0.8880803346633911,0.015057484176941216,0.02354403156787157,0.8311902165412903,0.9998250961303711,0.02904125452041626,0.11309866160154343,0.9086999535560608,0.4432310163974762,0.6236352145671844,0.7481970071792603,0.07059652451425791,0.9209572315216065,0.7066123962402344,0.7606215834617615,0.6438859939575196,0.22058366537094115,0.8357398748397827,0.3002058774232864,0.5928848147392273,0.6306632578372955,-4.770476518630004,109.58854782585756,26.546161914339756,-14.492477219434269,-11.128194732242154,2.099011358854703,3.1434430280646786,95.60910112061501,-4.400066558044751,-7.089073834581923,35.63396665374176,60.100814269096546,59.112058937572705,60.85692128732067,63.803799922450565,82.86157425358667,22.489336952307095,53.23768902675456,80.96161302830555,18.34044203179527,19.891430787126794,99.18573090345095,93.21442419542458,41.837921675067854,92.55525397440869,69.79449398991858,87.12679333074836,53.23768902675456,94.61031407522296,6.281504459092671,21.63629313687476,74.6025591314463,82.16362931368748,75.95967429236138,87.6308646762311,99.10818146568437,95.92865451725476,98.0224893369523,97.51841799146956,87.86351298953083,71.6556804963164,83.98604110120202,94.7654129507561,99.3408297789841,92.71035284994184,96.31640170608763,90.42264443582783,65.91702210158977,69.44552151996898,63.43544009305933,92.82667700659171,58.58860023264831,13.377278014734394,34.97479643272586,24.85459480418767,83.63706863125242,83.79216750678557,24.04032570763862,4.2652190771616905
COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,1.32922233622221,2.590407530278407,4,4.0,0.9105940495449671,41.60715130262052,270.284,3.1073000000000013,4.0,1.0,4.0,0.9105940495449671,1.0,55.76,0.4493898630142212,0.699168586730957,0.758154821395874,0.9391961693763733,0.8715802073478699,0.2514899164438248,0.5914719223976135,0.3354382008314133,0.400078672170639,0.5662955641746521,0.6194224417209625,0.012657100800424814,0.021725195460021496,0.4965833604335785,0.9999790906906127,0.016753517789766192,0.04590212814509868,0.5984558939933777,0.20149486958980561,0.23589858114719392,0.5444340586662293,0.04296562597155571,0.9646944642066956,0.5789730727672577,0.42495903968811033,0.3164721459150314,0.08616140931844711,0.5695833384990692,0.1816096693277359,0.42871780395507814,0.31791830956935885,-4.6283869698507205,127.08777347168405,47.28311662693699,-13.46568682327647,-8.804327787473543,2.2936946807532004,3.298375519306531,96.34913690703131,-4.4670359887807605,4.830714356456717,32.221791392012406,63.28034121752617,46.47150058162078,36.68088406359054,63.803799922450565,99.65102753005041,54.80806514152773,34.703373400542844,79.52694842962389,46.413338503295854,44.280728964715,96.62659945715393,96.16130283055448,71.50058162078325,92.55525397440869,76.851492826677,82.97789841023652,57.076386196200076,84.21868941450174,5.428460643660333,20.16285381930981,53.7417603722373,94.06746801085693,62.03955021326095,70.60876308646762,94.84296238852268,85.45948041876696,94.37766576192323,95.424583171772,81.93098100038775,85.45948041876696,79.10042652190772,79.41062427297402,96.93679720822024,83.17177200465296,87.9410624272974,84.02481582008531,50.75610701822412,52.1132221791392,72.08220240403257,96.4327258627375,75.61070182241178,14.501744862349748,58.51105079488174,35.24621946490888,86.54517254749904,84.95540907328422,23.03218301667313,73.40054284606437
COc1cc2ccc(=O)oc2cc1OC,COc1cc2ccc(=O)oc2cc1OC,0.5466079659075332,1.8577463056171037,4,4.0,0.7029061202023811,43.31703429039859,206.19699999999997,1.8101999999999998,4.0,0.0,4.0,0.7029061202023811,0.0,48.67,0.17505089715123176,0.9629140615463256,0.9340134382247924,0.8690958738327026,0.15657150596380234,0.42408589124679563,0.032090656273066995,0.3820335865020752,0.008289329381659627,0.5166088759899139,0.05241076946258545,0.02772708926349878,0.009910248592495919,0.9301857233047486,0.999857759475708,0.004401365295052528,0.0720059908926487,0.20533115565776824,0.012771706935018301,0.008494297694414853,0.07623670026659965,0.004372906615026295,0.9609119057655334,0.09336551129817963,0.04820474945008755,0.09423474445939065,0.005238268477842212,0.010051234625279903,0.010959348920732737,0.15828687995672225,0.10640020072460174,-4.136112917737991,72.41638487787722,36.85938250101915,-6.72734464946879,-8.432393399817439,2.4933322764174353,1.6225459758382565,84.78402840293259,-2.4076406601175466,-1.0042626517447162,18.456766188445133,42.923613803799924,46.47150058162078,11.768127181077936,63.803799922450565,75.30050407134549,22.489336952307095,29.778984102365257,48.08065141527724,79.4881737107406,84.29623885226832,94.02869329197364,57.77433113609926,89.06552927491276,47.80922838309422,79.25552539744086,22.60566110895696,52.65606824350523,47.537805350911206,11.942613416052733,11.477316789453276,85.57580457541683,83.24932144241954,29.391236913532378,81.81465684373788,81.93098100038775,41.101202016285384,31.523846452113222,43.31136099263281,48.62349747964327,84.02481582008531,50.52345870492439,29.662659945715394,87.59208995734781,31.32997285769678,33.462582396277625,39.70531213648701,14.6568437378829,30.903450949980613,96.85924777045366,78.71267933307483,68.0496316401706,24.583171772004654,62.11709965102753,47.77045366421093,52.73361768127181,63.28034121752617,62.31097324544397,28.460643660333464
COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,0.8922449909693593,2.059186880759958,6,4.0,0.8039282567987951,75.37926689599755,298.29400000000004,3.182800000000002,5.0,1.0,4.0,0.8039282567987951,0.0,68.9,0.4214965462684631,0.4005516111850739,0.58937908411026,0.9869014382362366,0.786075496673584,0.16903647780418396,0.5837006330490112,0.3282476723194122,0.45783278346061707,0.543887448310852,0.8909909129142761,0.020094747981056572,0.01938765253871679,0.8614253640174866,0.9997913718223572,0.025869807787239553,0.10536917448043823,0.87296462059021,0.460771644115448,0.5238808870315552,0.6617138147354126,0.06252988371998072,0.9396905183792115,0.7987606525421143,0.6800129294395447,0.6278701424598694,0.1667336940765381,0.7803505778312683,0.28187220394611356,0.4360024929046631,0.6832787454128265,-4.72080013900177,115.5771393812536,42.0354299395077,-14.479930653980379,-9.96089475267818,2.1589044298428406,3.473462184781784,97.45182435281582,-4.986541979603699,-4.705999389498922,39.860411012020165,64.52113222179139,59.112058937572705,36.68088406359054,63.803799922450565,89.72469949592866,22.489336952307095,45.40519581233036,77.58821248545948,24.544397053121365,24.738270647537806,99.10818146568437,94.02869329197364,54.94377665761923,92.47770453664211,76.34742148119426,84.6839860411012,55.40907328421869,94.68786351298954,8.56921287320667,18.417991469561844,77.47188832880961,80.4575416828228,73.01279565723148,86.89414501744862,98.79798371461807,96.39395114385421,97.4020938348197,96.66537417603722,86.73904614191547,76.580069794494,88.13493602171384,91.81853431562621,99.30205506010081,90.5389685924777,94.88173710740597,89.6083753392788,51.29895308259015,71.3067080263668,66.11089569600621,94.4552151996898,72.46994959286545,13.416052733617681,46.64598681659558,27.995347033734006,88.9492051182629,87.04924389298178,14.424195424583171,9.693679720822024
O=C(O)C=Cc1ccc(O)cc1,O=C(O)C=Cc1ccc(O)cc1,0.8414023648592499,1.783127575393852,3,4.0,0.65083387330713,24.244861402480115,164.16,1.49,2.0,2.0,4.0,0.65083387330713,0.0,57.53,0.029492688179016114,0.5081734538078309,0.6976296782493592,0.020011477824300527,0.028305116295814513,0.3938859447836876,0.05299436617642641,0.05133333168923855,0.019019556418061256,0.1656455099582672,0.0014628804376116023,0.12673991322517394,0.06996980905532837,0.6796053051948547,0.9868370771408081,0.011355962161906064,0.10963110253214836,0.014102994371205569,0.0010035090323071926,0.04570549037307501,0.13773562014102936,0.022090918431058527,0.14109202120453118,0.006466152681969106,0.15145482420921325,0.014757914002984762,0.015832616435363888,0.00920584062114358,0.007688645017333328,0.40406155288219453,0.010271188896149397,-5.184090044565331,28.610753641670044,10.006883000430298,-0.14530508847374507,-12.227451967568427,1.7088382357778555,-0.27455567213917254,85.97006100692042,-1.8859327754713704,8.756840103823322,11.632415664986429,38.4257464133385,16.38231872818922,60.85692128732067,63.803799922450565,67.1190383869717,22.489336952307095,35.80845288871656,11.748739821636294,31.213648701046917,36.1768127181078,41.101202016285384,29.430011632415663,86.9716944552152,54.59480418766964,34.27685149282668,33.927879022877086,19.34858472276076,19.73633191159364,44.35827840248158,43.31136099263281,63.70686312524234,39.51143854207057,51.41527723924001,87.35944164404808,40.75222954633579,15.393563396665375,74.79643272586274,67.66188445133773,72.89647150058163,16.673129119813883,18.030244280728965,54.207056998836755,62.73749515316014,52.927491275688254,32.68708801861187,33.927879022877086,47.84800310197751,8.452888716556805,37.611477316789454,42.45831717720046,40.519581233036064,36.68088406359054,26.25048468398604,10.58549825513765,22.21791392012408,65.56804963164016,71.0352849941838,88.9492051182629
CC(C)=CCOc1ccc2ccc(=O)oc2c1,CC(C)=CCOc1ccc2ccc(=O)oc2c1,0.9304309694749235,2.23122427414825,5,4.0,0.6003303852676992,81.05273953684066,230.26299999999998,3.1380000000000017,3.0,0.0,4.0,0.6003303852676992,0.0,39.44,0.232598277926445,0.8920753717422485,0.7562324404716492,0.9789188146591187,0.8237276077270508,0.3771269530057907,0.42397198677062986,0.47818869948387144,0.14113975167274476,0.635875940322876,0.0973460279405117,0.13044144064188004,0.038203653693199155,0.7970718383789063,0.9999057054519653,0.019120065309107304,0.20837035179138183,0.58949214220047,0.11021046489477157,0.1672273963689804,0.568403422832489,0.03472968004643917,0.9834552645683289,0.1491890400648117,0.2566174328327179,0.2026095598936081,0.11631946265697479,0.1911599338054657,0.06083847619593143,0.3318813145160675,0.23962450325489043,-4.305790507605704,92.26950732341217,67.38732002503568,-1.5983255601029058,-7.190355606951025,2.0914877673467944,3.0584142706608253,103.32865800240818,-4.0235090916503236,0.49840584287737694,22.450562233423806,63.5129895308259,31.17487398216363,11.768127181077936,63.803799922450565,60.721209771229155,22.489336952307095,22.21791392012408,57.3090345094998,66.38231872818922,43.931756494765416,98.52656068243505,94.88173710740597,85.80845288871656,87.66963939511439,84.7227607599845,68.20473051570376,65.06397828615742,55.0601008142691,45.133772780147346,31.17487398216363,71.26793330748352,85.73090345094998,65.56804963164016,92.32260566110895,94.64908879410625,74.56378441256301,92.43892981775882,95.73478092283831,79.13920124079101,93.75727025979062,56.84373788290035,67.04148894920512,93.98991857309035,86.42884839084917,72.3536254362156,68.01085692128733,39.04614191547111,46.18069018999612,91.12058937572702,88.01861186506397,86.27374951531601,33.501357115160914,73.63319115936409,24.27297402093835,82.04730515703761,95.03683598293912,31.252423419930206,41.023652578518806
CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,2.797843778069072,3.5817596801172336,9,3.0,0.6586884080364415,-4.30299331196765,406.4780000000002,5.497200000000006,5.0,2.0,3.0,0.6586884080364415,1.0,75.99,0.4130297273397446,0.26499930322170256,0.6976588726043701,0.50059272646904,0.7939279675483704,0.20317189395427704,0.8123706817626953,0.10287603810429573,0.1216950960457325,0.7376033425331116,0.43916059136390684,0.22947042882442475,0.0747589623555541,0.7233835697174072,0.9987469792366028,0.030913539603352545,0.024357008934020995,0.4748652964830399,0.30595884621143343,0.23698751926422118,0.42923020720481875,0.2849829524755478,0.83526531457901,0.912688410282135,0.7563734531402588,0.18270120695233344,0.676490318775177,0.8850799441337586,0.6097494482994079,0.43541308045387267,0.5147998809814454,-4.882373780838757,54.125207935390335,52.30708917422428,18.40486219781092,-6.8555123300750465,3.400168253171504,3.7811979371280033,103.05315556772591,-6.130841855698285,4.495746353961263,66.73129119813882,91.43078712679333,59.112058937572705,60.85692128732067,20.918960837533927,68.32105467235363,54.80806514152773,50.67855758045754,77.2004652966266,16.47925552539744,36.1768127181078,82.90034897246996,94.1062427297402,62.97014346645987,96.89802248933695,49.554090732842184,65.8006979449399,78.67390461419154,77.93718495540908,63.16401706087631,44.59092671578131,65.91702210158977,63.5129895308259,76.92904226444358,50.7948817371074,92.32260566110895,91.00426521907715,94.41644048080651,93.60217138425746,97.01434664598682,58.12330360604886,94.64908879410625,94.72663823187281,93.1756494765413,98.44901124466847,97.4020938348197,97.7510663047693,51.26017836370686,64.63745637844126,56.30089181853432,65.64559906940674,78.75145405195812,65.41295075610702,76.5412950756107,90.65529274912757,93.33074835207445,94.64908879410625,4.459092671578131,71.53935633966654
O=C(O)C=Cc1ccccc1,O=C(O)C=Cc1ccccc1,0.4041079857604,1.535426639026758,2,4.0,0.6489204335813592,26.964378535830303,148.161,1.7844,1.0,1.0,4.0,0.6489204335813592,0.0,37.3,0.014192749373614788,0.8048981666564942,0.9168343782424927,0.015177298872731625,0.01924947798252106,0.4537124842405319,0.020244725048542023,0.02319201584905386,0.005280979629606009,0.08782520666718482,0.0001541106350487098,0.2610993221402168,0.14373378232121467,0.8545112490653992,0.9953172326087951,0.0057480369694530966,0.06522661000490189,0.0041261462727561595,0.0002661974736838602,0.005704992148093879,0.07033965364098549,0.021227503567934035,0.34699872359633444,0.003685371781466529,0.09205324575304985,0.007078451989218593,0.006251146458089352,0.0015606050495989622,0.0022806747001595795,0.5072766721248627,0.0030298730824142696,-4.53697414626765,-5.00054815896043,4.5426528585213966,-10.78167785040515,-8.668575377854147,1.5980618334736474,-0.38908158818304683,92.79295716115625,-2.2382326413008937,4.343294191399947,9.034509499806127,42.57464133385033,6.649864288483909,36.68088406359054,63.803799922450565,66.77006591702211,22.489336952307095,19.852656068243505,5.312136487010469,56.30089181853432,78.98410236525785,38.154323381155486,24.62194649088794,90.84916634354401,41.178751454051955,17.09965102753005,18.069018999612254,8.103916246607213,10.120201628538194,67.58433501357115,59.05389685924777,76.50252035672742,49.24389298177588,34.858472276076,79.75959674292362,22.877084141139978,7.9488173710740595,23.962776269872045,39.58898797983715,72.3148507173323,27.413726250484682,12.873206669251648,42.264443582784025,50.445909267157816,34.858472276076,16.440480806514152,19.930205506010083,58.6273749515316,2.9856533540131833,77.82086079875921,11.942613416052733,33.966653741760375,18.37921675067856,59.75184179914696,8.181465684373789,20.78324932144242,78.59635517642496,65.56804963164016,70.6863125242342
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,0.9037382841860888,2.8195075436365045,11,4.0,0.42275084283396197,31.592765698681337,374.34500000000014,2.546960000000001,8.0,3.0,4.0,0.42275084283396197,0.0,130.36,0.06802218034863472,0.1223761186003685,0.5711239457130433,0.7065037250518799,0.36335317194461825,0.17005629241466522,0.6508662223815918,0.05768021009862423,0.08046397566795349,0.4625075697898865,0.38194752633571627,0.08537010988220572,0.01922116782516241,0.8836454629898072,0.989165437221527,0.013985503558069467,0.026272864639759065,0.06511375904083253,0.06072870120406151,0.18915217667818068,0.2671825230121613,0.05543123371899128,0.67355397939682,0.3670049488544464,0.071449763327837,0.04502836167812348,0.06440636739134789,0.5563956797122955,0.24432369619607924,0.4352715313434601,0.4088077127933502,-5.161834787581633,78.47960282642033,53.0364566961111,26.16589828787871,-8.394380361662918,1.835806970594446,1.6514956609908986,93.99259310157606,-4.669084319111292,9.363109510403252,59.32531989143079,53.81930981000388,82.35750290810391,77.25862737495153,63.803799922450565,36.60333462582396,22.489336952307095,80.69018999612253,25.24234199302055,7.871267933307483,23.303606048856146,89.37572702597906,76.73516867002714,55.253974408685536,93.87359441644048,36.83598293912369,58.39472663823187,48.00310197751066,75.76580069794494,32.95851105079488,18.30166731291198,79.60449786739046,41.25630089181853,57.23148507173323,53.39278790228771,65.21907716169058,64.67623109732455,93.33074835207445,86.23497479643272,85.07173322993408,44.35827840248158,69.56184567661884,36.91353237689027,79.21675067855757,78.75145405195812,87.51454051958123,88.17371074059713,51.26017836370686,58.898797983714616,39.00736719658782,81.69833268708801,79.13920124079101,73.01279565723148,62.466072120977124,13.803799922450562,53.431562621171,80.96161302830555,19.038386971694454,90.15122140364483
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,O=c1c(O)cc2c(O)oc3c(=O)c(O)cc4c(O)oc1c2c43,0.5900782904960091,3.6832202802636793,4,4.0,0.356150907301549,1.9920269215109152,302.1940000000001,1.3127999999999997,8.0,4.0,4.0,0.356150907301549,0.0,141.34000000000003,0.6412630975246429,0.03367424644529819,0.35413973927497866,0.8683661937713623,0.12273503094911575,0.02719266787171364,0.2859871417284012,0.0160651191836223,0.10629610382020474,0.36651977300643923,0.4475910410284996,0.04312901757657528,0.009124422958120704,0.9830400824546814,0.9936672568321228,0.03286948138847947,0.033455385267734526,0.8671336889266967,0.1780168116092682,0.3983961343765259,0.4801685333251953,0.045220401417464015,0.5982646167278289,0.19108474552631377,0.9407881975173951,0.18020842149853705,0.27852664738893507,0.9523553729057312,0.4778889358043671,0.9613224983215332,0.3867987930774689,-4.995373080919423,56.45301442458774,-15.121591290827615,19.32845057033432,-13.297602772459035,2.553430170150204,1.531224523236262,93.94603874256157,-3.168921697528643,-3.2835867890247457,41.13997673516867,36.25436215587437,82.35750290810391,86.02171384257464,63.803799922450565,28.49941837921675,22.489336952307095,83.09422256688639,89.72469949592866,1.202016285381931,11.748739821636294,94.02869329197364,53.23768902675456,10.042652190771618,81.89220628150446,10.430399379604498,63.008918185343155,38.54207056998837,78.40248158200853,17.75882124854595,11.128344319503684,98.0224893369523,46.14191547111283,77.93718495540908,62.19464908879411,98.75920899573478,83.4044203179527,96.51027530050408,94.4552151996898,82.31872818922062,39.395114385420705,60.721209771229155,98.99185730903451,93.1756494765413,94.18379216750678,98.91430787126794,95.424583171772,97.94493989918573,57.81310585498255,49.16634354400931,67.7782086079876,12.44668476153548,66.38231872818922,18.34044203179527,51.91934858472276,51.066304769290426,80.84528887165568,47.34393175649477,15.316013958898798
CC1=CC(=O)c2c(O)cccc2C1=O,CC1=CC(=O)c2c(O)cccc2C1=O,1.7708122667014425,2.267191112007927,2,4.0,0.6739307044863265,-4.734072405914734,188.182,1.7175,3.0,1.0,4.0,0.6739307044863265,0.0,54.37,0.698180514574051,0.551307612657547,0.5306930780410767,0.9893919348716735,0.40168609619140627,0.08251149654388427,0.4331450223922729,0.12302319072186947,0.5595157623291016,0.5534423887729645,0.5639542162418365,0.01797382552176714,0.022934958315454425,0.8473546028137207,0.999986219406128,0.012612365081440657,0.019979789573699235,0.8729102849960327,0.060136597603559494,0.07972737960517406,0.16488028839230537,0.008652212959714235,0.9049440860748291,0.11921593397855759,0.7799561858177185,0.06918491199612617,0.12871378809213638,0.925676703453064,0.2266061410307884,0.9426488876342773,0.10577633827924729,-4.462008119361767,95.6910539469641,51.06747553695951,-20.73065495167797,-9.520260671808277,2.619620640169631,2.243347946712855,88.8428736013129,-3.485260772119968,2.4370235757289835,15.70376114773168,41.56649864288484,31.17487398216363,36.68088406359054,63.803799922450565,70.72508724311749,22.489336952307095,33.714618069019,92.12873206669252,33.73400542846064,21.132221791392013,99.26328034121752,78.67390461419154,29.89530825901512,88.05738658394726,54.16828227995347,87.32066692516479,56.22334238076774,82.59015122140364,7.793718495540907,21.326095385808454,75.99844901124467,95.96742923613803,54.749903063202794,44.746025591314464,98.79798371461807,64.67623109732455,85.22683210546724,73.67196587824738,58.937572702597905,67.97208220240404,53.664210934470724,95.38580845288871,84.0635905389686,87.66963939511439,98.60411012020163,87.39821636293136,96.51027530050408,30.74835207444746,82.7452500969368,88.83288096161303,77.97595967429235,7.793718495540907,51.37650252035673,56.14579294300116,65.06397828615742,71.22915858860023,41.52772392400155,57.38658394726638
CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@@]43[C@]12C,CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4O[C@@]43[C@]12C,3.3386981026026277,5.568913768324071,8,4.0,0.45035137882636944,-29.050726211301917,482.5730000000003,4.560700000000004,7.0,0.0,4.0,0.45035137882636944,9.0,95.34,0.32044202238321307,0.5974251747131347,0.6787118434906005,0.005510403780499473,0.23969848603010177,0.01396366124972701,0.21007600873708726,0.010356270708143711,0.031094237789511682,0.6821680545806885,0.8872460126876831,0.04010986471548676,0.16404752135276796,0.43551987409591675,0.9997684001922608,0.20801741182804107,0.5752071440219879,0.003681327565573156,0.6882489919662476,0.15891124457120895,0.41034244894981386,0.06717653498053551,0.9624632120132446,0.7122835516929626,0.8031977415084839,0.048892685770988466,0.14984801560640335,0.6002242982387542,0.11680062487721443,0.5788236767053604,0.33068489134311674,-5.011035257302575,83.15928044571686,33.274100272286624,74.47972325947102,-5.530769375301899,4.051656035226758,3.462729499464737,99.0844513024737,-5.255372862317509,1.4459399255747738,79.87592089957347,84.64521132221792,77.35556417215975,11.768127181077936,63.803799922450565,40.20938348196976,93.95114385420706,64.4823575029081,68.12718107793718,37.37882900348973,33.03606048856146,26.793330748352073,67.7394338891043,4.808065141527724,76.73516867002714,4.6917409848778595,42.76851492826677,70.60876308646762,94.61031407522296,16.556804963164016,62.11709965102753,49.980612640558356,79.52694842962389,93.1756494765413,94.84296238852268,21.287320666925165,98.91430787126794,92.08995734780923,93.21442419542458,87.47576580069794,84.52888716556805,84.29623885226832,96.04497867390461,80.03101977510663,89.18185343156262,89.10430399379605,77.43311360992632,64.67623109732455,53.31523846452113,48.235750290810394,84.0635905389686,64.59868165955797,92.71035284994184,85.84722760759985,97.78984102365258,88.83288096161303,89.45327646374564,11.167119038386971,49.2051182628926
