Smiles,standard_smiles
O=C([O-])CC(=O)Cc1ccccc1,O=C([O-])CC(=O)Cc1ccccc1
CC(C)COC1=CC=CC=C1C(=O)O,CC(C)COc1ccccc1C(=O)O
O=C(C=C(O)C(=O)Nc1ccccc1)CO,O=C(C=C(O)C(=O)Nc1ccccc1)CO
O=C([O-])c1ccccc1O,O=C([O-])c1ccccc1O
O=C([O-])CC#Cc1ccccc1,O=C([O-])CC#Cc1ccccc1
O=C([O-])[C@H](F)Cc1ccccc1,O=C([O-])[C@H](F)Cc1ccccc1
O=C([O-])[C@@H](F)Cc1ccccc1,O=C([O-])[C@@H](F)Cc1ccccc1
O=C([O-])CC(=O)Oc1ccccc1,O=C([O-])CC(=O)Oc1ccccc1
CC(C)(C)ON=CC1=CC=C(C(=O)O)C=C1,CC(C)(C)ON=Cc1ccc(C(=O)O)cc1
CC(C)ON=CC1=CC=C(C(=O)O)C=C1,CC(C)ON=Cc1ccc(C(=O)O)cc1
O=C(O)COC1=CC=CC=C1I,O=C(O)COc1ccccc1I
CCN(CC)C(=O)C1=CC=CC=C1C(=O)O,CCN(CC)C(=O)c1ccccc1C(=O)O
CC(C)=CC1=CC=C(CC(=O)O)C=C1,CC(C)=Cc1ccc(CC(=O)O)cc1
O=C(O)COC1=CC=CC=C1F,O=C(O)COc1ccccc1F
CCOC1=CC=CC=C1C(=O)O,CCOc1ccccc1C(=O)O
O=C(O)COC1=CC=CC=C1C(=O)O,O=C(O)COc1ccccc1C(=O)O
O=C(O)COC1=CC=CC=C1Cl,O=C(O)COc1ccccc1Cl
O=C(O)COC1=CC=CC=C1Br,O=C(O)COc1ccccc1Br
CC(C)(C)CCOC1=CC=CC=C1C(=O)O,CC(C)(C)CCOc1ccccc1C(=O)O
CC(C)C(C)COC1=CC=CC=C1C(=O)O,CC(C)C(C)COc1ccccc1C(=O)O
CCC(C)ON=CC1=CC=CC=C1C(=O)O,CCC(C)ON=Cc1ccccc1C(=O)O
O=C(O)C1=CC=CC=C1C=NOCC=CCl,O=C(O)c1ccccc1C=NOCC=CCl
C=CC1=CC=C(OCC(=O)O)C=C1,C=Cc1ccc(OCC(=O)O)cc1
O=C(O)COC1=CC=CC=C1CO,O=C(O)COc1ccccc1CO
CCN(C)C(=O)C1=CC=CC=C1C(=O)O,CCN(C)C(=O)c1ccccc1C(=O)O
CON=CC1=CC=C(C(=O)O)C(C)=C1,CON=Cc1ccc(C(=O)O)c(C)c1
S=C(S)c1ccccc1,S=C(S)c1ccccc1
CCC=CCOC1=CC=CC=C1C(=O)O,CCC=CCOc1ccccc1C(=O)O
O=C(O)COC(=O)C1=CC=CC=C1O,O=C(O)COC(=O)c1ccccc1O
O=C(O)COC1=CC=CC=C1OCCO,O=C(O)COc1ccccc1OCCO
CON=C(C)C1=CC=CC=C1C(=O)O,CON=C(C)c1ccccc1C(=O)O
C=C(CC(=O)O)C1=CC=CC=C1F,C=C(CC(=O)O)c1ccccc1F
C=C(C1=CC=CC=C1C(=O)O)C(C)(C)N,C=C(c1ccccc1C(=O)O)C(C)(C)N
CCC(C)COC1=CC=CC=C1C(=O)O,CCC(C)COc1ccccc1C(=O)O
CC(C)CON=CC1=CC=C(C(=O)O)C=C1,CC(C)CON=Cc1ccc(C(=O)O)cc1
CC(F)(F)CCOC1=CC=CC=C1C(=O)O,CC(F)(F)CCOc1ccccc1C(=O)O
C#CCON=CC1=CC=C(C(=O)O)C=C1,C#CCON=Cc1ccc(C(=O)O)cc1
O=C(O)CCOC1=CC=CC=C1Br,O=C(O)CCOc1ccccc1Br
O=C(O)CCOC1=CC=CC=C1I,O=C(O)CCOc1ccccc1I
O=C(O)CCOC1=CC=CC=C1C(=O)O,O=C(O)CCOc1ccccc1C(=O)O
O=C(O)CCOC1=CC=CC=C1Cl,O=C(O)CCOc1ccccc1Cl
CCCOC1=CC=CC=C1C(=O)O,CCCOc1ccccc1C(=O)O
CC(C)=CC1=CC=C(C(=O)O)C(O)=C1,CC(C)=Cc1ccc(C(=O)O)c(O)c1
CC(OC1=CC=CC=C1Br)C(=O)O,CC(Oc1ccccc1Br)C(=O)O
C=C(CC(=O)O)C1=CC=CC=C1CC,C=C(CC(=O)O)c1ccccc1CC
CC(C)=CC1=CC=CC(C(=O)O)=C1C,CC(C)=Cc1cccc(C(=O)O)c1C
O=C(O)COC(=O)C1=CC=CC=C1I,O=C(O)COC(=O)c1ccccc1I
O=C(O)COC(=O)C1=CC=CC=C1Br,O=C(O)COC(=O)c1ccccc1Br
O=C(O)CCOC1=CC=CC=C1F,O=C(O)CCOc1ccccc1F
CC(C)=CC1=CC=C(O)C(C(=O)O)=C1,CC(C)=Cc1ccc(O)c(C(=O)O)c1
CC(C)=CC1=CC=C(CCC(=O)O)C=C1,CC(C)=Cc1ccc(CCC(=O)O)cc1
CC(OC1=CC=CC=C1F)C(=O)O,CC(Oc1ccccc1F)C(=O)O
CC(C)=CC1=CC=C(C(=O)O)C(C)=C1,CC(C)=Cc1ccc(C(=O)O)c(C)c1
O=C([O-])C(=O)c1ccccc1Cl,O=C([O-])C(=O)c1ccccc1Cl
O=C([O-])Cc1ccccc1O,O=C([O-])Cc1ccccc1O
CCC(C)ON=CC1=CC=C(C(=O)O)C=C1,CCC(C)ON=Cc1ccc(C(=O)O)cc1
CC=CCCCOC1=CC=CC=C1C(=O)O,CC=CCCCOc1ccccc1C(=O)O
O=C(O)C1=CC=C(C=NOCC=CCl)C=C1,O=C(O)c1ccc(C=NOCC=CCl)cc1
CON(C)C(=O)CCC1=CC=CC=C1C(=O)O,CON(C)C(=O)CCc1ccccc1C(=O)O
C=C(C)CON=CC1=CC=C(C(=O)O)C=C1,C=C(C)CON=Cc1ccc(C(=O)O)cc1
C=CCN(C)C1=CC=C(C(=O)O)C=C1,C=CCN(C)c1ccc(C(=O)O)cc1
CC(C)=CC1=CC=CC(C(=O)O)=C1Cl,CC(C)=Cc1cccc(C(=O)O)c1Cl
O=C([O-])CC(=O)COCc1ccccc1,O=C([O-])CC(=O)COCc1ccccc1
CC(C)=CC1=CC=C(C(=O)O)C(Cl)=C1,CC(C)=Cc1ccc(C(=O)O)c(Cl)c1
C=CC1=CC=C(OCCC(=O)O)C=C1,C=Cc1ccc(OCCC(=O)O)cc1
C=CCN(C)C(=O)C1=CC=C(C(=O)O)C=C1,C=CCN(C)C(=O)c1ccc(C(=O)O)cc1
CSC1=CC=CC=C1OCC(=O)O,CSc1ccccc1OCC(=O)O
CCCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCCC(O)COc1ccccc1C(=O)Nc1ccccc1
CCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCC(O)COc1ccccc1C(=O)Nc1ccccc1
CC[C@H](O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CN(CCC#N)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CN(CCC#N)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CN(CCC#N)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CN(CCC#N)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CN(CCC#N)CC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CN(CCC#N)CC(O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)CCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CC(C)CCC(O)COc1ccccc1C(=O)Nc1ccccc1
CCOCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCOCC(O)COc1ccccc1C(=O)Nc1ccccc1
CCOC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCOC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)CC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)CC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)CC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)CC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
COC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,COC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
COC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,COC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
COCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,COCC(O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)OC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)OC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CSC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CSC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)OCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CC(C)OCC(O)COc1ccccc1C(=O)Nc1ccccc1
CSC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CSC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)OC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)OC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CSCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CSCC(O)COc1ccccc1C(=O)Nc1ccccc1
CCCCOCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCCCOCC(O)COc1ccccc1C(=O)Nc1ccccc1
CCC[NH+](CCC)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCC[NH+](CCC)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCC[NH+](CCC)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCC[NH+](CCC)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCOC(=O)CC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCOC(=O)CC(O)COc1ccccc1C(=O)Nc1ccccc1
CCOCCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCOCCC(O)COc1ccccc1C(=O)Nc1ccccc1
CCOC(=O)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOC(=O)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCOC(=O)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOC(=O)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCOCC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOCC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCOCC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOCC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCCC[NH+](CCCC)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCCC[NH+](CCCC)C[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCCC[NH+](CCCC)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCCC[NH+](CCCC)C[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
COCCOC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,COCCOC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)OCC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)OCC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)OCC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)OCC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)OCCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CC(C)OCCC(O)COc1ccccc1C(=O)Nc1ccccc1
COCCOCC(O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,COCCOCC(O)COc1ccccc1C(=O)Nc1ccccc1
COCCOC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,COCCOC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCOC(=O)CC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOC(=O)CC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CCOC(=O)CC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CCOC(=O)CC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
O=C(Nc1ccccc1)c1ccccc1OC[C@H](O)CC(F)(F)F,O=C(Nc1ccccc1)c1ccccc1OC[C@H](O)CC(F)(F)F
CCCN(CCC)C(=O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCCN(CCC)C(=O)COc1ccccc1C(=O)Nc1ccccc1
O=C(Nc1ccccc1)c1ccccc1OC[C@@H](O)CC(F)(F)F,O=C(Nc1ccccc1)c1ccccc1OC[C@@H](O)CC(F)(F)F
CCCOc1ccccc1C(=O)Nc1ccccc1,CCCOc1ccccc1C(=O)Nc1ccccc1
CC[C@H](COc1ccccc1C(=O)Nc1ccccc1)OC,CC[C@H](COc1ccccc1C(=O)Nc1ccccc1)OC
CCO[C@@H](C)COc1ccccc1C(=O)Nc1ccccc1,CCO[C@@H](C)COc1ccccc1C(=O)Nc1ccccc1
CC[C@@H](COc1ccccc1C(=O)Nc1ccccc1)OC,CC[C@@H](COc1ccccc1C(=O)Nc1ccccc1)OC
CCO[C@H](C)COc1ccccc1C(=O)Nc1ccccc1,CCO[C@H](C)COc1ccccc1C(=O)Nc1ccccc1
CCCCOc1ccccc1C(=O)Nc1ccccc1,CCCCOc1ccccc1C(=O)Nc1ccccc1
O=C(Nc1ccccc1)c1ccccc1OC[C@H](O)COCC(F)(F)F,O=C(Nc1ccccc1)c1ccccc1OC[C@H](O)COCC(F)(F)F
O=C(Nc1ccccc1)c1ccccc1OC[C@@H](O)COCC(F)(F)F,O=C(Nc1ccccc1)c1ccccc1OC[C@@H](O)COCC(F)(F)F
CCCCCOc1ccccc1C(=O)Nc1ccccc1,CCCCCOc1ccccc1C(=O)Nc1ccccc1
COC[C@H](COc1ccccc1C(=O)Nc1ccccc1)OC,COC[C@H](COc1ccccc1C(=O)Nc1ccccc1)OC
COC[C@@H](COc1ccccc1C(=O)Nc1ccccc1)OC,COC[C@@H](COc1ccccc1C(=O)Nc1ccccc1)OC
CCN(C)CC(O)COC1=CC=C(NC(=O)C2=CC=CC=C2OC)C=C1,CCN(C)CC(O)COc1ccc(NC(=O)c2ccccc2OC)cc1
C[C@@H](O)CCOc1ccccc1C(=O)Nc1ccccc1,C[C@@H](O)CCOc1ccccc1C(=O)Nc1ccccc1
C[C@H](O)CCOc1ccccc1C(=O)Nc1ccccc1,C[C@H](O)CCOc1ccccc1C(=O)Nc1ccccc1
C[C@H](O)CCCOc1ccccc1C(=O)Nc1ccccc1,C[C@H](O)CCCOc1ccccc1C(=O)Nc1ccccc1
C[C@@H](O)CCCOc1ccccc1C(=O)Nc1ccccc1,C[C@@H](O)CCCOc1ccccc1C(=O)Nc1ccccc1
CN(CCC#N)CC(O)COC1=CC=C(Cl)C=C1C(=O)NC1=CC=CC=C1,CN(CCC#N)CC(O)COc1ccc(Cl)cc1C(=O)Nc1ccccc1
CC(C)CN(CC(C)C)C(=O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)CN(CC(C)C)C(=O)COc1ccccc1C(=O)Nc1ccccc1
CCCCN(CC)C(=O)COC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCCCN(CC)C(=O)COc1ccccc1C(=O)Nc1ccccc1
CCCCOCCOc1ccccc1C(=O)Nc1ccccc1,CCCCOCCOc1ccccc1C(=O)Nc1ccccc1
CCCOC[C@@H](C)Oc1ccccc1C(=O)Nc1ccccc1,CCCOC[C@@H](C)Oc1ccccc1C(=O)Nc1ccccc1
CCCOC[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1,CCCOC[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1
CC(C)C(=O)N(C)COc1ccccc1C(=O)Nc1ccccc1,CC(C)C(=O)N(C)COc1ccccc1C(=O)Nc1ccccc1
CCOc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[NH+](C)C)cc1,CCOc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[NH+](C)C)cc1
CCOc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[NH+](C)C)cc1,CCOc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[NH+](C)C)cc1
C[C@@H](O)CC(=O)Oc1ccccc1C(=O)Nc1ccccc1,C[C@@H](O)CC(=O)Oc1ccccc1C(=O)Nc1ccccc1
CCO[C@H](C)COc1ccccc1C(=O)Nc1ccc(O)cc1,CCO[C@H](C)COc1ccccc1C(=O)Nc1ccc(O)cc1
CCO[C@@H](C)COc1ccccc1C(=O)Nc1ccc(O)cc1,CCO[C@@H](C)COc1ccccc1C(=O)Nc1ccc(O)cc1
CCCN(CCO)CC(=O)Nc1ccccc1C(=O)Nc1ccccc1,CCCN(CCO)CC(=O)Nc1ccccc1C(=O)Nc1ccccc1
CN(CCC#N)C[C@H](O)COc1ccc(C(=O)Nc2ccccc2)cc1,CN(CCC#N)C[C@H](O)COc1ccc(C(=O)Nc2ccccc2)cc1
CN(CCC#N)CC(O)COC1=CC=C(C(=O)NC2=CC=CC=C2)C=C1,CN(CCC#N)CC(O)COc1ccc(C(=O)Nc2ccccc2)cc1
CN(CCC#N)C[C@@H](O)COc1ccc(C(=O)Nc2ccccc2)cc1,CN(CCC#N)C[C@@H](O)COc1ccc(C(=O)Nc2ccccc2)cc1
COCC(O)CN(C)CC(=O)NC1=CC=CC=C1C(=O)NC1=CC=CC=C1,COCC(O)CN(C)CC(=O)Nc1ccccc1C(=O)Nc1ccccc1
CN(CC(F)(F)F)C(=O)COc1ccccc1C(=O)Nc1ccccc1,CN(CC(F)(F)F)C(=O)COc1ccccc1C(=O)Nc1ccccc1
C=CCOc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[NH+](C)C)cc1,C=CCOc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[NH+](C)C)cc1
C=CCOc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[NH+](C)C)cc1,C=CCOc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[NH+](C)C)cc1
CN(CCC#N)C[C@H](O)COc1cccc(C(=O)Nc2ccccc2)c1,CN(CCC#N)C[C@H](O)COc1cccc(C(=O)Nc2ccccc2)c1
CN(CCC#N)C[C@@H](O)COc1cccc(C(=O)Nc2ccccc2)c1,CN(CCC#N)C[C@@H](O)COc1cccc(C(=O)Nc2ccccc2)c1
CN(CCC#N)CC(O)COC1=CC=CC(C(=O)NC2=CC=CC=C2)=C1,CN(CCC#N)CC(O)COc1cccc(C(=O)Nc2ccccc2)c1
COc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[N@@H+](C)C(C)C)cc1,COc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[N@@H+](C)C(C)C)cc1
COc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[N@H+](C)C(C)C)cc1,COc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[N@H+](C)C(C)C)cc1
COc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[N@@H+](C)C(C)C)cc1,COc1ccccc1C(=O)Nc1ccc(OC[C@H](O)C[N@@H+](C)C(C)C)cc1
COc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[N@H+](C)C(C)C)cc1,COc1ccccc1C(=O)Nc1ccc(OC[C@@H](O)C[N@H+](C)C(C)C)cc1
CCCN(Cc1ccc(C(=O)Nc2ccccc2)cc1)CC(F)F,CCCN(Cc1ccc(C(=O)Nc2ccccc2)cc1)CC(F)F
CN(CCC#N)C[C@H](O)COc1ccc(NC(=O)c2ccccc2)cc1,CN(CCC#N)C[C@H](O)COc1ccc(NC(=O)c2ccccc2)cc1
CN(CCC#N)C[C@@H](O)COc1ccc(NC(=O)c2ccccc2)cc1,CN(CCC#N)C[C@@H](O)COc1ccc(NC(=O)c2ccccc2)cc1
CN(CCC#N)CC(O)COC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,CN(CCC#N)CC(O)COc1ccc(NC(=O)c2ccccc2)cc1
CC[C@@H](O)CN(C)CC(=O)NC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CC[C@@H](O)CN(C)CC(=O)Nc1ccccc1C(=O)Nc1ccccc1
CCC(O)CN(C)CC(=O)NC1=CC=CC=C1C(=O)NC1=CC=CC=C1,CCC(O)CN(C)CC(=O)Nc1ccccc1C(=O)Nc1ccccc1
CC(C)COC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)COC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
CC(C)COC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)COC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
COC[C@H](C)OC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,COC[C@H](C)OC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
COC[C@@H](C)OC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,COC[C@@H](C)OC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
COC[C@H](C)OC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1,COC[C@H](C)OC[C@@H](O)COc1ccccc1C(=O)Nc1ccccc1
COC[C@@H](C)OC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1,COC[C@@H](C)OC[C@H](O)COc1ccccc1C(=O)Nc1ccccc1
C[C@H](CO)COc1ccccc1C(=O)Nc1ccccc1,C[C@H](CO)COc1ccccc1C(=O)Nc1ccccc1
C[C@@H](CO)COc1ccccc1C(=O)Nc1ccccc1,C[C@@H](CO)COc1ccccc1C(=O)Nc1ccccc1
CC(C)OCCOc1ccccc1C(=O)Nc1ccccc1,CC(C)OCCOc1ccccc1C(=O)Nc1ccccc1
CCOCCOc1ccccc1C(=O)Nc1ccccc1,CCOCCOc1ccccc1C(=O)Nc1ccccc1
COCCCCOc1ccccc1C(=O)Nc1ccccc1,COCCCCOc1ccccc1C(=O)Nc1ccccc1
CC(C)OCCCOc1ccccc1C(=O)Nc1ccccc1,CC(C)OCCCOc1ccccc1C(=O)Nc1ccccc1
CCOCCOCCOc1ccccc1C(=O)Nc1ccccc1,CCOCCOCCOc1ccccc1C(=O)Nc1ccccc1
CCOCCCOc1ccccc1C(=O)Nc1ccccc1,CCOCCCOc1ccccc1C(=O)Nc1ccccc1
COCC#CCOc1ccccc1C(=O)Nc1ccccc1,COCC#CCOc1ccccc1C(=O)Nc1ccccc1
CCC(O)(CC)COc1ccccc1C(=O)Nc1ccccc1,CCC(O)(CC)COc1ccccc1C(=O)Nc1ccccc1
COCCCCCOc1ccccc1C(=O)Nc1ccccc1,COCCCCCOc1ccccc1C(=O)Nc1ccccc1
CC(C)(O)COc1ccccc1C(=O)Nc1ccccc1,CC(C)(O)COc1ccccc1C(=O)Nc1ccccc1
C[C@@H](F)CCOc1ccccc1C(=O)Nc1ccccc1,C[C@@H](F)CCOc1ccccc1C(=O)Nc1ccccc1
CC#CCCOc1ccccc1C(=O)Nc1ccccc1,CC#CCCOc1ccccc1C(=O)Nc1ccccc1
CC(C)=CCOc1ccccc1C(=O)Nc1ccccc1,CC(C)=CCOc1ccccc1C(=O)Nc1ccccc1
COCCOCCOc1ccccc1C(=O)Nc1ccccc1,COCCOCCOc1ccccc1C(=O)Nc1ccccc1
C#C[C@@H](CC)Oc1ccccc1C(=O)Nc1ccccc1,C#C[C@@H](CC)Oc1ccccc1C(=O)Nc1ccccc1
CC[C@@H](COC)Oc1ccccc1C(=O)Nc1ccccc1,CC[C@@H](COC)Oc1ccccc1C(=O)Nc1ccccc1
C#C[C@H](CC)Oc1ccccc1C(=O)Nc1ccccc1,C#C[C@H](CC)Oc1ccccc1C(=O)Nc1ccccc1
CC(=O)OCC#CCOc1ccccc1C(=O)Nc1ccccc1,CC(=O)OCC#CCOc1ccccc1C(=O)Nc1ccccc1
CO[C@@H](C)CCOc1ccccc1C(=O)Nc1ccccc1,CO[C@@H](C)CCOc1ccccc1C(=O)Nc1ccccc1
CO[C@H](C)CCOc1ccccc1C(=O)Nc1ccccc1,CO[C@H](C)CCOc1ccccc1C(=O)Nc1ccccc1
CCOC[C@@H](C)Oc1ccccc1C(=O)Nc1ccccc1,CCOC[C@@H](C)Oc1ccccc1C(=O)Nc1ccccc1
O=C(Nc1ccccc1)c1ccccc1OCCOCC(F)F,O=C(Nc1ccccc1)c1ccccc1OCCOCC(F)F
CCOC[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1,CCOC[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1
CC(C)OCCOCCOCCOc1ccccc1C(=O)Nc1ccccc1,CC(C)OCCOCCOCCOc1ccccc1C(=O)Nc1ccccc1
CC[C@H](COC)Oc1ccccc1C(=O)Nc1ccccc1,CC[C@H](COC)Oc1ccccc1C(=O)Nc1ccccc1
CC[C@@H](COc1ccccc1C(=O)Nc1ccc(O)cc1)OC,CC[C@@H](COc1ccccc1C(=O)Nc1ccc(O)cc1)OC
CC[C@H](COc1ccccc1C(=O)Nc1ccc(O)cc1)OC,CC[C@H](COc1ccccc1C(=O)Nc1ccc(O)cc1)OC
C[C@@H](Oc1ccccc1C(=O)Nc1ccccc1)[C@H](C)O,C[C@H](O)[C@@H](C)Oc1ccccc1C(=O)Nc1ccccc1
C[C@H](O)[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1,C[C@H](O)[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1
C[C@@H](O)[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1,C[C@H](Oc1ccccc1C(=O)Nc1ccccc1)[C@@H](C)O
C[C@@H](O)[C@@H](C)Oc1ccccc1C(=O)Nc1ccccc1,C[C@@H](O)[C@@H](C)Oc1ccccc1C(=O)Nc1ccccc1
COC[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1,COC[C@H](C)Oc1ccccc1C(=O)Nc1ccccc1
CC(C)(O)CCOc1ccccc1C(=O)Nc1ccccc1,CC(C)(O)CCOc1ccccc1C(=O)Nc1ccccc1
CC(C)(C)OCCOc1ccccc1C(=O)Nc1ccccc1,CC(C)(C)OCCOc1ccccc1C(=O)Nc1ccccc1
C#CCCCOc1ccccc1C(=O)Nc1ccccc1,C#CCCCOc1ccccc1C(=O)Nc1ccccc1
CO[C@H](C)COc1ccccc1C(=O)Nc1ccc(O)cc1,CO[C@H](C)COc1ccccc1C(=O)Nc1ccc(O)cc1
CCOC(=O)CCCCOc1ccccc1C(=O)Nc1ccccc1,CCOC(=O)CCCCOc1ccccc1C(=O)Nc1ccccc1
C[C@H](CON)Oc1ccccc1C(=O)Nc1ccccc1,C[C@H](CON)Oc1ccccc1C(=O)Nc1ccccc1
C[C@@H](CON)Oc1ccccc1C(=O)Nc1ccccc1,C[C@@H](CON)Oc1ccccc1C(=O)Nc1ccccc1
