external_panel_id,state,vina_score_kcal_mol,sha256
EXT-028,PfDHFR_WT,-5.566,0ac0fedc4336a2e65109d86b9d524676649e3bdf5fbeff7516f829f5fca20281
EXT-028,PfDHFR_N51I,-5.556,d05c473c4ed5a4584f5f76334a9d243bbc5a895bb0d356ed6a9ba06a838ef672
EXT-028,PfDHFR_C59R,-5.386,d00d79af7cb3d89146265d55503e81c09aac71cb902e09d5b42474ee30cd09c8
EXT-028,PfDHFR_S108N,-5.667,ba56e2a081bc44c1271fedb4e16d5be92af094eb1eea57ec7a53c227508ebf5a
EXT-028,PfDHFR_I164L,-5.592,ad680dca672cd60b3155edfc441d390da9d207b3ef9bc39396923135b4a5ddba
EXT-028,PfCRT_WT,-6.84,dc53d6fb40d0386a599e81c6f1fbda88da2defc638321eb0f7bdf228a3a030a8
EXT-028,PfCRT_K76T,-6.822,5ffdb38f6cbe97135d67b87f9ba3fce77e1d2c37d94c1f05225a8c7905f25149
EXT-028,PfCRT_K76A,-6.886,a44c53fbe3d6fca14d8738a2850ccdc1fb5dea463f331c2f82de84e710946e8a
EXT-029,PfDHFR_WT,-7.912,79a49940f6098a48e9c25dc586bedfa9709eed806411a8c2934688d6b5dcb816
EXT-029,PfDHFR_N51I,-7.736,0d8f0fd62bd1fd309d49be950ff6828d4d1d4966287067b90d8c16be3aa1cb50
EXT-029,PfDHFR_C59R,-7.577,e0b4aa1e53aa7d52dc9bf0cfb493413adfb27ab51da2416827dd27df1ef545a7
EXT-029,PfDHFR_S108N,-7.619,922454a150093a79b974a95c4f7d6dcb327f3b913a92c0c8d85630d6e1150771
EXT-029,PfDHFR_I164L,-7.488,4fb24798f091d8ec3a40919f6db15f88e1e4c9236ea2042cee110a116723a69d
EXT-029,PfCRT_WT,-8.67,ae86eb79378368e7caef31d539c9c58df2f3e3aeab0c7fe466d2ada90d06c8b9
EXT-029,PfCRT_K76T,-9.439,6b4167a843f9e1698d98c0e4c354ab4b8418073db67fd21bc5697474b6ae51cd
EXT-029,PfCRT_K76A,-9.272,c12e848d0893e88dffbad935f4acb1e0b53eefba478eacdc0acc1fef533d062b
EXT-030,PfDHFR_WT,-7.227,41f0b553a84ef80bf9930cba398cb0f68fb4e087874af363496f273340a4d717
EXT-030,PfDHFR_N51I,-6.754,9118f731de17fb65928f346a07d221120e92c3cf5e22712ac5ac75f329d3f615
EXT-030,PfDHFR_C59R,-7.225,49a227f7880a42f4bb030977f412414a7467537859f77a63333bc3140ef28ceb
EXT-030,PfDHFR_S108N,-7.125,22ac54210f8478970604820417e5381c129b2fbd1dea4e453c18465b1c112928
EXT-030,PfDHFR_I164L,-7.237,0821b72f8c7d0b9b0f27725e64377fa044bdf7705150214ad02d86b7737a51be
EXT-030,PfCRT_WT,-8.479,df20c71dea774cefaf620a16c6719932bfb74f306c0cb8ee00d7174685f3ccf2
EXT-030,PfCRT_K76T,-8.463,365c2971580fe1e72d0aee2ff3e1ca5ab90416ec33aa77117a1387c66cee0b8a
EXT-030,PfCRT_K76A,-8.412,5aaabb017cda14a63671586854636f62ee43ef863dccc593086f61c7e1254390
EXT-031,PfDHFR_WT,-7.133,f5421f7dbb3a3a4b1a4c18857d21930bfffb8ff65b4d5b9975fd055663b7fd49
EXT-031,PfDHFR_N51I,-6.922,84aaed1e3b3186c28cbfca918188179fd7d4f6f42d35a99792187d78530d9677
EXT-031,PfDHFR_C59R,-7.321,6d0d04f6e3012a1adeff380facf77b6dfe4e90d1e939a0a6ba27f69df4fe6229
EXT-031,PfDHFR_S108N,-7.064,38882bc17564ea1285cbce0c5476ff872ffc84952a166390220d9abcfa28f05c
EXT-031,PfDHFR_I164L,-7.097,1eaf0f5e17197ab8c65bdd8fbe4c581883d48d4185acf147ff9d3508b0ca82bc
EXT-031,PfCRT_WT,-8.945,0b18e3c70b02f2fd9d60d1be42408938a65a5f8fb078ef2c3e188b37fff17aeb
EXT-031,PfCRT_K76T,-9.816,2d31b323734cad892d92901cb0261aae8b659a396a29b8d5fe77d3023e3e30bd
EXT-031,PfCRT_K76A,-9.01,6c9ea1baf4e9b5997b33f85abc6a8e049e908e3e094201423c4ee819bd43ded8
EXT-032,PfDHFR_WT,-7.353,c2263488c82e2408fd2bfbb8c3cc872db9fded473579261a9d81a2061bafa5ba
EXT-032,PfDHFR_N51I,-7.392,0932733b97e3ce732c89f0ee1ca4b9244d458a3d71bc59eabd7ffa19969ffc8e
EXT-032,PfDHFR_C59R,-7.25,8a6cdf8b68ebef36706278baebc3928391cef0cb6fea79a955a4ceb5e4688104
EXT-032,PfDHFR_S108N,-7.373,6aea0c47006d7487c94bca696ac1b99afc21ca40c096d89bfc27fa6452c79c84
EXT-032,PfDHFR_I164L,-7.254,91f1a0e5c1130a58a4b875a986b3453413983a15208cb05dc75d8100e1a269df
EXT-032,PfCRT_WT,-9.326,7c5fdbcbfe32155694edd2228955c63c7eaca1ca79bda27857688b2053321548
EXT-032,PfCRT_K76T,-8.9,41658ca57aed00fc9ccf3f421902acdb9354c3bfa6df81239d47f4266099497b
EXT-032,PfCRT_K76A,-8.868,587d5b1a475534dad2747be0c69e7b106127e33be26519e9656a3ce222b42fda
EXT-033,PfDHFR_WT,-5.454,65d468dc9397a00914e08c84157cdb3022357c45438d3de5a5c5bbad3b3cbdb6
EXT-033,PfDHFR_N51I,-5.298,825c9f8da5ef705ef364dbb56d47cfa27bf86cf4bbf3460296e734933d3b7251
EXT-033,PfDHFR_C59R,-5.424,35457ea6a4a1a84521acd0fb56d929a70261e9f5ad5b034461b9e5e8b4fd46f1
EXT-033,PfDHFR_S108N,-5.13,ee5d0402bab6b92c9f917aa9197f6c9d4a9363af0d60b88fba1f3974427675df
EXT-033,PfDHFR_I164L,-5.185,88bcbdf97263fb503146f43ef2b2c2505923efbbcb81a964ae4455255f14edf7
EXT-033,PfCRT_WT,-8.188,e81fd1071f1b1bcc0873590e6e7d8aa4cdc7932684ca20451d386826fd19cdb0
EXT-033,PfCRT_K76T,-8.463,817af4687aa8758e3d0de8739d858cc284b0305ee26dd831f8176dd2ce25faa9
EXT-033,PfCRT_K76A,-8.237,150d8bbb8575216b00ae42afc2b7e9cdd9ffa73acb4de481ebab04169e8b0961
EXT-034,PfDHFR_WT,-5.647,c88c7cfbe71e9d92d5b3b5f859e2f0434850d0ba1f1a334fce22b36998e10354
EXT-034,PfDHFR_N51I,-5.258,f0a5ce492f014b5d9ceab4f435cdda7c48c80935a24e9bfc2da08db9169b6d09
EXT-034,PfDHFR_C59R,-5.324,ee3d37f985534aacfd539e8d8c087e7bf210995b31fb81c30450739f787245be
EXT-034,PfDHFR_S108N,-5.519,18a39c5a6c07a02b41dbf1092338c997010a17fef076ec53f2c0b7d985dff036
EXT-034,PfDHFR_I164L,-5.695,c4d51ba0ff8c179849031fbd034e5715528fc47256a880830dd64a2fd6823f80
EXT-034,PfCRT_WT,-7.427,cd6e34b7e9f59e73005463e4d61f08313f770ec38e72345f67a252d6aa5d49a2
EXT-034,PfCRT_K76T,-8.894,4da26503a9b8b2d505bd53a67892e5754e8cfdfbbd1f5fc3572f417c253eb220
EXT-034,PfCRT_K76A,-8.851,2c2c2d330a83e481ba0b51bdb3bb0b6c59a46b93fc0558fb9398084703ad83fb
EXT-035,PfDHFR_WT,-7.602,c4d564fb34e732fa17e1ce1f46de143637a5b980901e5f442c2a84bc8a4d6948
EXT-035,PfDHFR_N51I,-7.623,242ddde01c4e61d34970c54bd117b2e230843ef5c73417ba5a0b0a1a0e663acb
EXT-035,PfDHFR_C59R,-7.686,896bb1d53b0fd6824d7b87f46aeb5d05c31ae1e876df631795cd6ceaef96d992
EXT-035,PfDHFR_S108N,-7.137,90be286e0fb8886f4e4b6b3f46ceffaee91eaebc954ac7a69c2a96a8cbc0984f
EXT-035,PfDHFR_I164L,-7.223,6b0494e66a9aaada7087631ea483206e1b17193093a56ba9fc0332cc0d37edca
EXT-035,PfCRT_WT,-8.324,189983c8c09131c41500aeee126faf7bc595f99c0f67a136de598c76e820de20
EXT-035,PfCRT_K76T,-8.014,8171c877f9ca84e4c521068a5e740ae71edb15e757b178e66a25dd5b1cc35c7c
EXT-035,PfCRT_K76A,-8.316,bfea05d09eea62c4aa1c6373603f808446d4005014c49a36ff974cf63d0c77b3
EXT-036,PfDHFR_WT,-6.969,a75cf4abf01619449b90671b5c6a792f0fc7b9b69ade06ce05b8fbdbb9bf16f0
EXT-036,PfDHFR_N51I,-6.931,30513463335c88e3f489240456b1b58f785c06155a2d80bc772a41fd337ddf07
EXT-036,PfDHFR_C59R,-6.983,78411b2aea2707be4645ac1d43e6cfae1b4ce5e752914043e45104d5e7ade3ca
EXT-036,PfDHFR_S108N,-6.957,3ef43f9f7a76ba267660fb91c2dbeb12b32a4641ea092ee02b3b78e6f22b1145
EXT-036,PfDHFR_I164L,-6.977,4cf61731e692e5d439b301f4e46ed0d5f47cd8941ddf8fb5c0baca49ec49a854
EXT-036,PfCRT_WT,-8.246,c16fc64dba806a1806a4e5c3280dda674fb8b687df343f5c29a2d2354c1afe7e
EXT-036,PfCRT_K76T,-9.493,e4ec06f2f31c2045a38dcfb90fe48bae05f8e7d0819405d2ca96fa31f48d6474
EXT-036,PfCRT_K76A,-9.253,296d0152bf8eb9521d716c1921861850dcd672526ed917ad5fc943f7dcb66d09
EXT-037,PfDHFR_WT,-6.068,4608ea77b47b68e3a9a52bb8ac24a89a0270bac3d9b475929164d090fa63a1fa
EXT-037,PfDHFR_N51I,-6.137,279ebf44814171ef18f930e468232bccdb955b27d2d51d9820f5cbd508ff6097
EXT-037,PfDHFR_C59R,-6.014,61c42e4b8c31cc6e3187bd7b758c183c7aa35de83c001ebcea72b31f32dba096
EXT-037,PfDHFR_S108N,-6.004,4e5fc794554ea6a0ffece273093ab0d8fcecf6d0329b343f0b2e5cf6f78f1139
EXT-037,PfDHFR_I164L,-5.98,b779cc7ca35416f4cba2d94705ee8bb56b05e16f742d8b70618c56c9f6df6647
EXT-037,PfCRT_WT,-7.535,5eca0477ee3810246e021769cbb74cc57fae25e109f550a05467b0520a5470b2
EXT-037,PfCRT_K76T,-7.193,4df2ad2b9d2232495214a32d73e81753eceee65d5134a682076e9a0da35d8202
EXT-037,PfCRT_K76A,-7.505,78b96688b51e52dcfdc3b54ccd6ff2539f6fc20a07bc86fc2c3904c96057e16b
EXT-038,PfDHFR_WT,-6.149,4c8d474e9d56bcf276ea1fc7cdf9acc7800c0de22d21d43c49a697811c5bf8e7
EXT-038,PfDHFR_N51I,-6.17,10511cce01012814f143984ae9a1c120b0ccd6d0cf3d07a3dd3bf13ea620ba66
EXT-038,PfDHFR_C59R,-6.021,aef27aad09a91b0742ce0fd8f9114e2af5c8f7e35b5bf0322f5841b276d49357
EXT-038,PfDHFR_S108N,-6.255,0e881cd7de7eb15aebf7da4182cab8e23c8064d62d89cd4a19d7cb4349949174
EXT-038,PfDHFR_I164L,-6.007,8216e4c33b93e7053248bab896c7e4526b8fc7cb8a9b6c38917b5a3f457ed5e9
EXT-038,PfCRT_WT,-8.15,2ace42dbc4f4c89aaa74587a7e977d9fa0a541fcfdbcdc0ce35b204e19f08f6b
EXT-038,PfCRT_K76T,-8.046,4b0cecbe8e53deae0c3ee005af6cddce95c61ac92ccfd429e731b9e8d120bacc
EXT-038,PfCRT_K76A,-7.489,26046c17c1a743d96136d505da40de44181672fef801000f6e40763c8f02ffe8
EXT-040,PfDHFR_WT,-7.17,42dfaa8544f60907b91b6f2a303c0c452d7851502fcb56e548f3523a4f38c00d
EXT-040,PfDHFR_N51I,-7.15,b14ce1ed614ae453d5d7958801fa8d198309d28709b2457bfdd9f593a5e710f2
EXT-040,PfDHFR_C59R,-7.177,03a7a72938fdcb810827d2800c754d80053860ec5327f045fdacb14652331d92
EXT-040,PfDHFR_S108N,-7.08,2136b718646eb48ee761bed9a9ec968949b77f8e91c28aa39fe77f6d7d589351
EXT-040,PfDHFR_I164L,-7.104,80768f057b9f157dedf2c613072695f6744fa6932bfd78a7f6d51e6d3cf8052a
EXT-040,PfCRT_WT,-8.867,80dd71552ce54191a4f7eccc3b5491c53c26910b6f83168da983d9fc3e25eca5
EXT-040,PfCRT_K76T,-10.635,a8c34032a08b5f8a996640d60269172947c9f165857ff3d5c450604a74747d47
EXT-040,PfCRT_K76A,-10.502,eafa3bb14a1fc16e77cc09182eac5daad0501e2edc847cb4c610324792129fb2
