drug_id,matched_broad_id,matched_pert_iname,matched_moa,match_score,second_score,margin,above_threshold
44312df3f,BRD-K30114692-001-15-9,methenamine,bacterial DNA inhibitor,0.35716674524993086,0.3356216467490122,0.02154509850091868,False
4469358b7,BRD-K73237276-001-01-0,tacalcitol,vitamin D receptor agonist,0.3038361252215118,0.2948761628283743,0.00895996239313751,False
44821ddca,BRD-K21361524-001-01-1,selinexor,exportin antagonist,0.3663091711956736,0.34785393700517087,0.018455234190502712,False
44861c09d,BRD-K33226500-001-01-0,indinavir,HIV protease inhibitor,0.39844333392774633,0.39071947971841864,0.007723854209327696,False
44bba684f,BRD-A50764878-003-02-8,MDL-73005EF,serotonin receptor antagonist,0.34567671892688007,0.32751741009829477,0.018159308828585297,False
44fa43b03,BRD-A08715367-001-01-7,L-Theanine,glutamate receptor antagonist,0.4103621706096995,0.2667521529377337,0.1436100176719658,False
4501c0f05,BRD-K52075715-001-06-7,oxibendazole,tubulin polymerization inhibitor,0.5915246599740281,0.5662868994322589,0.025237760541769294,True
45028a46a,BRD-K49962337-001-01-1,baicalin,beta glucuronidase inhibitor,0.45761559230820587,0.3726800628401017,0.08493552946810418,False
451edfe72,BRD-K65877271-001-01-8,halobetasol-propionate,glucocorticoid receptor agonist,0.3601777000633837,0.3292839439652923,0.030893756098091363,False
4521062d2,BRD-K96936751-001-01-4,bretazenil,GABA benzodiazepine site receptor partial agonist,0.3352124414366082,0.3295894557386807,0.005622985697927518,False
4551cb051,BRD-A77577770-003-08-9,palmitoylcarnitine,protein kinase inhibitor,0.33278728974092303,0.3201356221688335,0.01265166757208952,False
4560cc651,BRD-K69035426-001-01-3,omeprazole-sulfide,ATPase inhibitor,0.38409201396394077,0.3833074728660008,0.0007845410979399614,False
456e54186,BRD-K62676709-065-05-5,guanethidine,adrenergic inhibitor,0.3185966027439144,0.30137307715489514,0.01722352558901924,False
45792bf48,BRD-A49399758-015-01-8,desmopressin-acetate,vasopressin receptor agonist,0.26240330331829165,0.25789670590926456,0.004506597409027091,False
45bc7100a,BRD-K31627533-001-09-5,rimexolone,glucocorticoid receptor agonist,0.43363417791124254,0.33795212118052,0.09568205673072255,False
45d1a70c4,BRD-A41995253-001-04-5,brucine,glycine receptor antagonist,0.34184081629305846,0.31427772653170993,0.027563089761348525,False
4634a07d1,BRD-A66116161-001-02-3,AM-1241,cannabinoid receptor agonist,0.41421690903492175,0.3551216591224339,0.05909524991248788,False
4659b933e,BRD-K66956375-001-11-3,oleoylethanolamide,"cannabinoid receptor agonist, glucose dependent insulinotropic receptor agonist, potassium channel blocker, PPAR receptor agonist",0.2754073207772829,0.23747698826973027,0.03793033250755265,False
465a867a2,BRD-K59284035-001-07-9,chrysophanic-acid,EGFR inhibitor,0.40026605388749975,0.33171854024414044,0.06854751364335931,False
467d5ebde,BRD-K16810791-001-01-0,LGK-974,porcupine inhibitor,0.2649218851687097,0.2624869488984685,0.0024349362702411614,False
468ffed3e,BRD-K60184833-001-05-6,tyrphostin-AG-99,tyrosine kinase inhibitor,0.44483321305332113,0.42025813317878574,0.024575079874535388,False
469c117fb,BRD-K80082640-001-01-0,otamixaban,coagulation factor inhibitor,0.32755277599660426,0.2554187468928388,0.07213402910376548,False
46ada8311,BRD-K28456624-001-01-1,seocalcitol,vitamin D receptor agonist,0.3466402543709176,0.30928150703160284,0.03735874733931477,False
46befd494,BRD-K76805682-001-15-9,SB-415286,glycogen synthase kinase inhibitor,0.31422594876722854,0.30730547294657684,0.006920475820651695,False
46d0c83d4,BRD-K92844263-001-09-8,triacetin,,0.3199466017745964,0.2916790485535911,0.02826755322100527,False
46ef1d590,BRD-K76037122-001-02-5,guanidine,HSP inhibitor,0.3350039127275169,0.26103452069244243,0.07396939203507447,False
472eaa5fd,BRD-K78844995-001-02-6,N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide,sigma receptor ligand,0.3185672425529234,0.31711904556638404,0.001448196986539363,False
47324d95c,BRD-A08079565-001-01-8,CDBA,,0.3269734917371053,0.30428025342434584,0.02269323831275949,False
474256f71,BRD-K39915878-036-24-4,loxapine,"dopamine receptor antagonist, serotonin receptor antagonist",0.36445026301493477,0.33376598667063717,0.0306842763442976,False
47547f290,BRD-K56543881-001-02-7,ADX-47273,glutamate receptor modulator,0.3224016455865376,0.29725424030158215,0.02514740528495546,False
475c5fedb,BRD-K51263939-001-08-6,sarcosine,Glycine transporter 1 inhibitor,0.3669510711246256,0.302470976551326,0.06448009457329962,False
477387cad,BRD-K56291712-001-01-0,voxtalisib,"mTOR inhibitor, PI3K inhibitor",0.3461330092986142,0.2463223824137909,0.09981062688482328,False
47790ff22,BRD-K16077845-001-06-1,fentiazac,cyclooxygenase inhibitor,0.3671205772044313,0.34991236863789305,0.017208208566538263,False
4787e9cc1,BRD-K51040301-001-02-1,cobicistat,cytochrome P450 inhibitor,0.3442240281906819,0.30330206012331185,0.04092196806737003,False
47a47ee49,BRD-A51829654-003-07-7,BRL-15572,serotonin receptor antagonist,0.26672831182516055,0.2477135473258579,0.019014764499302644,False
47bcdff9d,BRD-K75608666-001-08-3,hydroxytoluic-acid,,0.32874186095983055,0.3196779646772724,0.00906389628255816,False
47c8f5451,BRD-K97884852-001-05-4,malotilate,protein synthesis stimulant,0.3333795351903547,0.3308711776778191,0.002508357512535586,False
47dd8f190,BRD-K85066592-001-01-6,gly-gln,,0.38612702157505124,0.3405864633712083,0.04554055820384295,False
4801f27e4,BRD-U48018661-000-01-9,tyloxapol,NFkB pathway inhibitor,0.45553493196152406,0.3465359914917502,0.10899894046977388,False
4802079fd,BRD-K56543881-001-02-7,ADX-47273,glutamate receptor modulator,0.38604699651689073,0.3573753602025879,0.028671636314302806,False
4807560f3,BRD-K55191674-237-18-3,benzylpenicillin,penicillin binding protein inhibitor,0.34059849776241685,0.3279960744514132,0.012602423311003641,False
481a0c086,BRD-A82522119-001-01-7,tibolone,"androgen receptor agonist, estrogen receptor agonist, progesterone receptor agonist",0.30699290054421946,0.2701184792248575,0.03687442131936197,False
482308b86,BRD-K79425933-001-09-3,benperidol,dopamine receptor antagonist,0.3350128551905018,0.29328964777208777,0.04172320741841401,False
4829fcc7c,BRD-K50498985-001-03-3,taladegib,smoothened receptor antagonist,0.38776736150862107,0.34172294960754485,0.04604441190107622,False
483b8fd13,BRD-K72029282-001-22-0,probucol,atherogenesis inhibitor,0.35150042135552656,0.3174283084604776,0.03407211289504897,False
48664aa93,BRD-K59184148-001-21-6,SB-216763,glycogen synthase kinase inhibitor,0.29629792406822,0.2772716419192917,0.019026282148928264,False
486f27ec6,BRD-K06749501-001-02-1,GSK1838705A,insulin growth factor receptor inhibitor,0.36475272437671014,0.3051606464747519,0.05959207790195825,False
487085904,BRD-K23952234-236-01-8,BMS-986020,lysophosphatidic acid receptor antagonist,0.3976910120202423,0.2759093769653823,0.12178163505486,False
48847260e,BRD-K80653534-001-01-7,N-acetyl-D-glucosamine,,0.3237410399697734,0.3100849891029492,0.013656050866824199,False
489747d1a,BRD-K38350380-001-01-8,FK-3311,cyclooxygenase inhibitor,0.35490474148973755,0.3480321494838448,0.0068725920058927414,False
48b540088,BRD-K03294269-001-08-0,NU6027,CDK inhibitor,0.3204251397903217,0.3198909940888816,0.0005341457014401141,False
48c0a5bd2,BRD-A30403214-001-03-3,edelfosine,phospholipase inhibitor,0.296650906337287,0.2869617175489415,0.009689188788345515,False
48f7eba68,BRD-A87715314-003-14-4,pronethalol,adrenergic receptor antagonist,0.3233695738808639,0.2725054265317058,0.05086414734915812,False
490044d70,BRD-K31841515-001-07-8,oxypurinol,xanthine oxidase inhibitor,0.35133254803298236,0.3327113505954765,0.018621197437505843,False
4922f3f06,BRD-K85554912-001-08-9,ivermectin,benzodiazepine receptor agonist,0.4160448410346369,0.3542802641372736,0.06176457689736331,False
493686b6a,BRD-K13390322-001-06-3,AT-7519,CDK inhibitor,0.5343084565817952,0.5311537958300994,0.0031546607516957925,True
497160e06,BRD-K49350383-001-13-7,thioguanine,purine antagonist,0.4334924768568076,0.41831399602386143,0.01517848083294615,False
49b0fc6d7,BRD-K87827419-001-16-8,melphalan,"DNA alkylating agent, DNA inhibitor",0.4460324576603731,0.4197946383958979,0.02623781926447516,False
49bd142d9,BRD-K21160401-065-01-0,dextroamphetamine,monoamine oxidase inhibitor,0.3447561122761365,0.3369056878285261,0.007850424447610416,False
49cea36e7,BRD-A41451487-001-11-2,PK-11195,benzodiazepine receptor antagonist,0.3502340523464344,0.33336543970901494,0.016868612637419456,False
49db5dad6,BRD-K69001009-001-02-8,golvatinib,VEGFR inhibitor,0.650112417192098,0.599602533448437,0.050509883743661055,True
4a1fafc76,BRD-A86414188-003-01-5,ractopamine,adrenergic receptor agonist,0.37413840638985146,0.3000731109158135,0.07406529547403795,False
4a3595082,BRD-A23359898-003-10-0,sibutramine,serotonin-norepinephrine reuptake inhibitor (SNRI),0.3762312346749842,0.2884344333798855,0.0877968012950987,False
4a65421e6,BRD-A23359898-003-10-0,sibutramine,serotonin-norepinephrine reuptake inhibitor (SNRI),0.37151668898935725,0.3588063356839412,0.012710353305416033,False
4a75f1d42,BRD-K02965577-001-03-4,secalciferol,vitamin D receptor agonist,0.3678494686436154,0.2712395219815018,0.09660994666211359,False
4a7e5be3e,BRD-A38218502-001-01-2,metenkephalin,immunostimulant,0.34457264943927207,0.3367151424739373,0.00785750696533477,False
4a8eda087,BRD-K11853856-001-01-7,PJ-34,PARP inhibitor,0.3702787006257763,0.334001940695051,0.036276759930725266,False
4a93cfbbb,BRD-K76845197-001-05-4,sulfanitran,,0.32958935821141405,0.3115758823415239,0.01801347586989016,False
4b09bc266,BRD-K49350383-001-13-7,thioguanine,purine antagonist,0.4957110310149797,0.45140734136216754,0.04430368965281217,False
4b138d0a8,BRD-K13756951-001-01-4,bitopertin,"glycine transporter inhibitor, GlyT-1 inhibitor",0.41775001641249654,0.3903598621265536,0.027390154285942936,False
4b23ef6df,BRD-K88759641-003-02-8,EMD-66684,angiotensin receptor antagonist,0.35153244783383086,0.3494006234740747,0.0021318243597561737,False
4b3c59823,BRD-A00993607-003-24-6,alprenolol,adrenergic receptor antagonist,0.3081719334577265,0.2960061493315864,0.012165784126140056,False
4b51017d8,BRD-A09925278-003-05-6,etilefrine,adrenergic receptor agonist,0.31153926728215253,0.30315192338487496,0.008387343897277577,False
4b54571e4,BRD-A20644369-001-08-6,canrenone,mineralocorticoid receptor antagonist,0.3005169412090367,0.290794566693105,0.00972237451593172,False
4b798dda1,BRD-K68174511-001-06-6,torin-2,mTOR inhibitor,0.49418001443162507,0.45624276375956185,0.037937250672063216,False
4b7a7d212,BRD-A33447119-001-10-8,oxfendazole,anthelmintic agent,0.31891680673173484,0.31053237735175837,0.008384429379976466,False
4b82a8056,BRD-K61665160-001-01-5,BYK-204165,PARP inhibitor,0.330090477758558,0.3125910738095811,0.017499403948976866,False
4b893a449,BRD-A64125466-236-04-6,dehydrocholate,,0.3324166876721783,0.3285503548165221,0.003866332855656185,False
4b8caf802,BRD-K88677950-001-03-9,PD-198306,"MAP kinase inhibitor, MEK inhibitor",0.39113664051774727,0.3315862553030132,0.05955038521473405,False
4b9f220a0,BRD-A92439610-001-05-7,triamcinolone-acetonide,"glucocorticoid receptor agonist, immunosuppressant",0.4982273891772986,0.48170581814251723,0.016521571034781357,False
4bb65ea5d,BRD-K72339976-065-02-1,cefoselis,bacterial cell wall synthesis inhibitor,0.43957952046196214,0.35348173726712634,0.0860977831948358,False
4bbdba432,BRD-K41406082-001-16-2,sulfapyridine,PABA antagonist,0.3802018791794834,0.29380247900938955,0.08639940017009384,False
4bc52a40e,BRD-K86344238-003-04-6,linsidomine,nitric oxide donor,0.31726216375078026,0.31722319387425946,3.8969876520800195e-05,False
4bf26b765,BRD-A23067620-300-01-3,itraconazole,cytochrome P450 inhibitor,0.34596593587423086,0.2973333918182137,0.048632544056017135,False
4c0f6aed1,BRD-A83802939-304-04-2,dexamethasone-sodium-phosphate,glucocorticoid receptor agonist,0.4165610702559017,0.39094140182052367,0.02561966843537805,False
4c1e55d1a,BRD-K75649340-001-13-1,tioguanine,purine antagonist,0.4639636227472981,0.43955288068281856,0.024410742064479518,False
4c33b6fa1,BRD-K63343048-001-12-2,orlistat,lipase inhibitor,0.3250141801106313,0.31209137564230865,0.012922804468322668,False
4c397fd24,BRD-K86301799-001-34-8,dipyridamole,phosphodiesterase inhibitor,0.35431159682462804,0.3359302622659029,0.01838133455872515,False
4c3a1262d,BRD-A89196962-300-01-7,dalargin,opioid receptor agonist,0.3454812250956477,0.33491849402581403,0.010562731069833686,False
4c3c6717e,BRD-K29392254-001-02-2,pantothenic-acid,coenzyme A precursor,0.3852515554924227,0.33085679587760547,0.05439475961481721,False
4c42f8d6f,BRD-A85587465-001-03-3,bemesetron,serotonin receptor antagonist,0.3205313490648141,0.3118838376338127,0.008647511431001398,False
4c5736ff6,BRD-K46061689-001-01-9,desogestrel,progesterone receptor agonist,0.3072040780387781,0.28997303042597916,0.017231047612798922,False
4c57ebd49,BRD-K41406082-001-16-2,sulfapyridine,PABA antagonist,0.3147615587663989,0.3072979888569145,0.00746356990948438,False
4c6103a90,BRD-K66465025-001-05-1,ACPC,glutamate receptor antagonist,0.33918651577307857,0.33581839570215727,0.003368120070921299,False
4c77094c0,BRD-K01902415-001-11-7,pirinixic-acid,PPAR receptor agonist,0.32033673117655,0.2662934526297488,0.05404327854680119,False
4c8a8d560,BRD-K51485625-001-08-4,ritonavir,HIV protease inhibitor,0.35092899811141376,0.34454371087107377,0.006385287240339987,False
4c99cf19e,BRD-K36055864-001-19-2,cycloheximide,protein synthesis inhibitor,0.393212795779785,0.3303720526419835,0.06284074313780152,False
4cadd72bd,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,0.49977592129665815,0.41689340513722867,0.08288251615942949,True
4cc9e5f31,BRD-K96006502-001-02-6,deflazacort,glucocorticoid receptor agonist,0.3184993565547956,0.31089614677251626,0.007603209782279352,False
4cd924a5d,BRD-K62200014-003-10-5,anagrelide,phosphodiesterase inhibitor,0.3400874768817868,0.3203512812066026,0.019736195675184198,False
4cee0f2dd,BRD-K82381502-003-23-1,acetylcholine,acetylcholine receptor agonist,0.3178871714307073,0.31313934760307005,0.004747823827637276,False
4d14c0ffe,BRD-K73319509-001-08-0,PF-04217903,c-Met inhibitor,0.42162685876579725,0.36838878487854526,0.05323807388725199,False
4d1572b9f,BRD-K87700323-003-05-1,cetylpyridinium,,0.4314758206731855,0.3770947745325739,0.05438104614061162,False
4d385b4bc,BRD-K18905250-003-02-4,ST-91,adrenergic receptor agonist,0.44861544416491167,0.3328832633360779,0.1157321808288338,False
4d44785f6,BRD-K06858286-001-01-3,cabazitaxel,microtubule inhibitor,0.40397907819931206,0.3980394426735805,0.005939635525731568,False
4d4a6346e,BRD-A83802939-304-04-2,dexamethasone-sodium-phosphate,glucocorticoid receptor agonist,0.4548103949644501,0.37994214524154146,0.07486824972290862,False
4d7280c91,BRD-K43905307-001-01-2,"L-798,106",prostanoid receptor antagonist,0.32992687675258625,0.3021475840186007,0.02777929273398555,False
4d7c82229,BRD-K82677201-001-01-6,almitrine,neurotransmitter agonist,0.3234171868754126,0.2711477797183225,0.05226940715709011,False
4d8786048,BRD-K76406695-001-02-9,CCT128930,AKT inhibitor,0.3632792514338231,0.32540698872039137,0.03787226271343175,False
4d98f3161,BRD-K79095980-001-09-6,broxuridine,antimetabolite,0.25724443166938565,0.25288964752914816,0.004354784140237489,False
4da81d116,BRD-A92439610-001-05-7,triamcinolone-acetonide,"glucocorticoid receptor agonist, immunosuppressant",0.4566774695497905,0.44173135329172436,0.014946116258066133,False
4dc947904,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,0.41206463840568935,0.3848860930144846,0.027178545391204734,False
4dcdec58b,BRD-K69001009-001-02-8,golvatinib,VEGFR inhibitor,0.4875751264813121,0.46367730119610717,0.023897825285204954,False
4dcf18224,BRD-K92731339-227-04-9,perindopril,angiotensin converting enzyme inhibitor,0.3836976124563681,0.3609726459976289,0.02272496645873917,False
4ddf83a79,BRD-K15588452-003-02-7,R-96544,serotonin receptor antagonist,0.32448372433643824,0.32040464445768185,0.0040790798787563864,False
4ded9d77a,BRD-K95142244-001-01-5,talazoparib,PARP inhibitor,0.49555921843886774,0.4804621045118885,0.015097113926979266,False
4e2f4d81b,BRD-K15834839-001-02-3,lobendazole,anthelmintic agent,0.30628180672537536,0.2651544151757753,0.041127391549600045,False
4e3cc369d,BRD-A25143711-001-02-2,hydrocortisone-valerate,glucocorticoid receptor agonist,0.42064405428213303,0.3652073683275863,0.055436685954546705,False
4e6955508,BRD-K83508485-001-02-7,FK-888,tachykinin antagonist,0.33196752855410855,0.33101338128879887,0.0009541472653096794,False
4e899d487,BRD-K36207157-001-09-6,chlorprothixene,dopamine receptor antagonist,0.3608530438073642,0.27116476214283497,0.08968828166452925,False
4e96907d8,BRD-A72711497-236-03-8,lasalocid,bacterial permeability inducer,0.5267746525484468,0.37757878192581984,0.14919587062262696,True
4ea178d99,BRD-K40901640-003-01-6,cinanserin,serotonin receptor antagonist,0.3414915572174616,0.2813598327022889,0.06013172451517268,False
4ebabef1d,BRD-K94534639-001-02-5,LY2811376,beta-secretase inhibitor,0.33483116858316464,0.32542256983852336,0.009408598744641283,False
4ebd8580b,BRD-K35629949-001-02-0,SR-27897,CCK receptor antagonist,0.3243489380016897,0.3107918513197799,0.013557086681909802,False
4eca10c76,BRD-A10523515-001-07-9,GSK429286A,rho associated kinase inhibitor,0.3691789611542578,0.30668320704753177,0.06249575410672603,False
4f0977034,BRD-K30114692-001-15-9,methenamine,bacterial DNA inhibitor,0.38035438579500896,0.2844304207381678,0.09592396505684114,False
4f3a3834b,BRD-K13238168-001-02-0,haloprogin,other antifungal,0.45330390713347624,0.41903116497989407,0.03427274215358217,False
4f6ef124e,BRD-A79431551-001-01-1,3-deazaadenosine,adenosylhomocysteinase inhibitor,0.3073178458153861,0.279193632870424,0.028124212944962146,False
4f912b4de,BRD-K66030860-001-03-6,salidroside,beta amyloid protein neurotoxicity inhibitor,0.41869006538400044,0.41705577790816695,0.0016342874758334958,False
4f95aadbf,BRD-K27335680-001-10-0,rhein,,0.39214634159900646,0.31519058404723244,0.07695575755177403,False
4f9a66fba,BRD-K66241279-001-01-8,cinromide,,0.33935438662711165,0.3011584237254314,0.03819596290168026,False
4fbe9fdc3,BRD-K73838513-003-05-5,cinacalcet,calcium channel activator,0.30397812619867,0.28859038086089245,0.015387745337777536,False
503c98491,BRD-K77908580-001-09-6,entinostat,HDAC inhibitor,0.41328971684196986,0.3615957786535414,0.051693938188428434,False
5040aa568,BRD-K54606188-001-13-1,JQ1-(+),bromodomain inhibitor,0.4169302140702071,0.38146871092085544,0.03546150314935165,False
505d0ef8e,BRD-K18172896-001-02-5,eltanolone,membrane integrity inhibitor,0.39524615631248355,0.3791735543758519,0.01607260193663168,False
508e74297,BRD-K93441486-067-12-8,diphemanil,acetylcholine receptor antagonist,0.3478422264488783,0.34599469354105494,0.001847532907823357,False
50b4efb08,BRD-K07220430-001-18-4,cinnarazine,calcium channel blocker,0.3480703576083818,0.29957819038249833,0.048492167225883454,False
50b5317f3,BRD-K24548560-342-02-1,evans-blue,glutamate receptor negative allosteric modulator,0.32638161142351496,0.30561068030348587,0.02077093112002909,False
50cd26ac2,BRD-K93034159-001-25-8,cladribine,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor",0.42275438661791404,0.39441647211561,0.02833791450230405,False
50e38451f,BRD-A90551241-001-10-8,lornoxicam,cyclooxygenase inhibitor,0.3688194355841681,0.33240162321655004,0.03641781236761804,False
50f201d36,BRD-K72414522-001-06-7,AZD5438,CDK inhibitor,0.3350368405593093,0.3008612743884895,0.03417556617081985,False
5112297b0,BRD-K99475619-001-01-2,genz-644282,topoisomerase inhibitor,0.3624222721023163,0.33150107087154496,0.030921201230771356,False
511f19724,BRD-K97417064-001-02-4,acedapsone,,0.3136759419077608,0.3087336091076292,0.004942332800131621,False
512c62e9f,BRD-A31454688-001-01-6,monostearin,,0.30879396830076683,0.28411008463073045,0.024683883670036377,False
515a65661,BRD-A47598013-004-16-0,citalopram,selective serotonin reuptake inhibitor (SSRI),0.3388742699921009,0.28915909390151223,0.049715176090588675,False
516644772,BRD-K98157055-001-10-9,SIB-1757,glutamate receptor antagonist,0.3526818492437021,0.34928821663018733,0.0033936326135147743,False
517ba49c1,BRD-K53097745-001-01-5,pterostilbene,"cyclooxygenase inhibitor, PPAR receptor agonist",0.372426565304953,0.36881236045589316,0.003614204849059832,False
51989c2ad,BRD-K41859756-001-06-8,NVP-AUY922,HSP inhibitor,0.43788152057970287,0.3691863644554263,0.06869515612427657,False
519d5133b,BRD-K77552740-004-01-0,tiquizium,acetylcholine receptor antagonist,0.3262850498085581,0.3195614286561612,0.006723621152396886,False
51acf3c88,BRD-A27290375-330-01-1,atropine,acetylcholine receptor antagonist,0.27563776478719637,0.2638132653986082,0.01182449938858815,False
51d1eec61,BRD-A64227845-004-09-3,SKF-77434,dopamine receptor agonist,0.3833413294788314,0.3513799757736962,0.031961353705135254,False
51d52f188,BRD-K87112191-001-04-5,PP242,mTOR inhibitor,0.5093852735270183,0.49019430719761287,0.01919096632940548,True
520c29eff,BRD-K45158365-001-11-4,valsartan,angiotensin receptor antagonist,0.3126043841609353,0.31202818189028575,0.0005762022706495284,False
5210c5096,BRD-K96862998-001-15-5,pirfenidone,TGF beta receptor inhibitor,0.308578808887761,0.2935878178264726,0.014990991061288428,False
522ce7700,BRD-K12769093-003-01-3,PNU-37883,ATP-sensitive potassium channel antagonist,0.34111415360558245,0.25735572375290217,0.08375842985268028,False
5248950aa,BRD-K13049116-001-05-7,BMS-754807,IGF-1 inhibitor,0.32367982996354866,0.2860084520881348,0.03767137787541386,False
52bb1fe11,BRD-K18905250-003-02-4,ST-91,adrenergic receptor agonist,0.30499666682451526,0.28907436913591156,0.015922297688603704,False
52d1e6f43,BRD-K95053546-001-01-9,tempol,free radical scavenger,0.5320234537801902,0.4969058955751712,0.03511755820501905,True
52f63a009,BRD-K36207157-001-09-6,chlorprothixene,dopamine receptor antagonist,0.33244049047073887,0.3101597349536199,0.022280755517118944,False
52faec24a,BRD-A75769826-003-02-1,SDM25N,opioid receptor antagonist,0.36541469467229665,0.3518303503193263,0.013584344352970346,False
532588621,BRD-A31454688-001-01-6,monostearin,,0.30520769937039094,0.3001134494364361,0.005094249933954853,False
533f455c4,BRD-A50922295-001-01-3,valganciclovir,DNA synthesis inhibitor,0.3105599627940756,0.2894570642304462,0.021102898563629402,False
535148020,BRD-K84466663-001-05-4,nelarabine,"DNA synthesis inhibitor, T cell inhibitor",0.3418695573165045,0.3304367141306796,0.011432843185824881,False
535f7a0e6,BRD-A93407926-001-01-1,allopurinol-riboside,anti-leishmanial agent,0.3330592832033047,0.31158649485719114,0.021472788346113547,False
53767c7d8,BRD-K79892937-001-02-5,phenolsulfonphthalein,,0.3013211488571136,0.2943269609600755,0.0069941878970380955,False
5387c8eaa,BRD-A56085258-001-01-8,LGX818,RAF inhibitor,0.44145712558694017,0.4277428274855911,0.013714298101349054,False
538ff01f5,BRD-A57798112-001-03-7,PD-318088,MEK inhibitor,0.5729986858300999,0.5611877804657341,0.011810905364365798,True
53942783f,BRD-A09056319-003-07-7,alfuzosin,adrenergic receptor antagonist,0.4216327159111983,0.3631891347679873,0.058443581143210965,False
5394c40d6,BRD-K19939891-001-05-4,TIC10,"AKT inhibitor, TRAIL modulator",0.3605839245085965,0.33568854360150785,0.02489538090708865,False
53c1987ae,BRD-K13514097-001-05-3,everolimus,mTOR inhibitor,0.45541361209491904,0.4390583527439704,0.016355259350948614,False
53d56037b,BRD-K72384124-001-08-0,sulbentine,other antifungal,0.29820803292781345,0.2936673389388768,0.004540693988936639,False
53dd6a6e0,BRD-A71033472-003-23-9,fendiline,calcium channel blocker,0.34314650443328243,0.29353742675049393,0.049609077682788494,False
53eec2b51,BRD-K65856711-001-04-4,rolipram-S(+),phosphodiesterase inhibitor,0.3120581047009748,0.29646315629290193,0.01559494840807285,False
547f80a41,BRD-K51967704-001-03-6,BIIB021,HSP inhibitor,0.29817900375252615,0.29079437945308556,0.00738462429944059,False
548060dcd,BRD-K46839850-050-04-2,cinepazide,calcium channel activator,0.40418364827067954,0.30471934075993246,0.09946430751074709,False
54a548488,BRD-K44408410-001-17-6,2-methoxyestradiol,hypoxia inducible factor inhibitor,0.2656462161999729,0.2610255167433246,0.004620699456648336,False
54ba36a96,BRD-A00376169-001-01-6,KBG,neprilysin inhibitor,0.3484425591016631,0.3381429657469852,0.010299593354677894,False
54d869553,BRD-K40366680-001-03-3,CAY10505,PI3K inhibitor,0.3396554600257729,0.3242963890063077,0.01535907101946521,False
54dbc6c0a,BRD-K38158531-001-02-1,traxoprodil,glutamate receptor antagonist,0.37175258407748696,0.3605454880876039,0.011207095989883065,False
54df97bc5,BRD-K58122457-001-02-2,hesperadin,Aurora kinase inhibitor,0.31219784289990204,0.2953492720398806,0.01684857086002145,False
54dfa18c0,BRD-K93231391-300-05-6,ethambutol,bacterial cell wall synthesis inhibitor,0.33464785155185117,0.28206524819457496,0.052582603357276214,False
54f8af613,BRD-K15071410-001-01-1,tiotidine,histamine receptor antagonist,0.3392771669853973,0.3055496826420411,0.03372748434335621,False
55042c369,BRD-K46585355-001-14-3,acetylsalicylsalicylic-acid,cyclooxygenase inhibitor,0.3154315675469134,0.30253232837725497,0.01289923916965846,False
550c0e78b,BRD-A26503646-001-16-6,formestane,aromatase inhibitor,0.3254261929466465,0.3018042993983441,0.02362189354830241,False
5517fd9fd,BRD-K97963946-001-01-3,EMD-1214063,hepatocyte growth factor receptor inhibitor,0.3119569470572937,0.30583861723389033,0.006118329823403379,False
5519606ab,BRD-K77695569-001-30-0,tiabendazole,angiogenesis inhibitor,0.3293075091155241,0.31272225365565004,0.01658525545987405,False
55507f2c1,BRD-K41160163-001-06-8,fenobam,glutamate receptor antagonist,0.2730165053912975,0.27093793821607354,0.0020785671752239776,False
55a6b84b9,BRD-A94543220-001-24-7,bifonazole,sterol demethylase inhibitor,0.28958337398731887,0.26916450305327694,0.020418870934041933,False
55b20e5c2,BRD-K41406082-001-16-2,sulfapyridine,PABA antagonist,0.38460711671667464,0.36994630086120417,0.014660815855470466,False
55cb720a2,BRD-K51544265-001-04-2,cabozantinib,"RET tyrosine kinase inhibitor, VEGFR inhibitor",0.48402714733632424,0.4360653809272219,0.047961766409102324,False
55e4096d8,BRD-K65992024-001-01-5,pirenoxine,AGE inhibitor,0.39911327079225706,0.3353478131047887,0.06376545768746839,False
55ec627d0,BRD-K96123349-236-02-8,brequinar,dihydroorotate dehydrogenase inhibitor,0.39622558728479695,0.37534128977549874,0.02088429750929821,False
55edeb109,BRD-K66465025-001-05-1,ACPC,glutamate receptor antagonist,0.3565593724596238,0.33014636336111475,0.026413009098509077,False
55f6ec3b4,BRD-K53153417-001-10-4,butylated-hydroxytoluene,carbonic anhydrase inhibitor,0.3069948779078366,0.306335353472296,0.0006595244355405705,False
55fb633d5,BRD-K95142244-001-01-5,talazoparib,PARP inhibitor,0.4559643131212209,0.4314547453693965,0.02450956775182439,False
5607bae33,BRD-K85925969-001-17-4,zalcitabine,nucleoside reverse transcriptase inhibitor,0.30418027228582306,0.28999893295271467,0.01418133933310839,False
560f6486c,BRD-K93034159-001-25-8,cladribine,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor",0.5023553293363968,0.4389554891258153,0.06339984021058154,True
561119c80,BRD-K71266197-236-02-7,PSB-06126,NTPDase inhibitor,0.3480163413970678,0.3395751826908797,0.008441158706188057,False
