drug_id,matched_sig_id,matched_cell_id,matched_pert_id,matched_pert_iname,match_score,second_score,margin,above_threshold
2a3172400,CPC015_MCF7_6H:BRD-K51805276-001-04-4:10,MCF7,BRD-K51805276,temefos,0.16180798125802462,0.15234043453863425,0.009467546719390374,False
2a32e12d9,HOG002_A549_6H:BRD-K88378636-001-02-8:0.013,A549,BRD-K88378636,withaferin-a,0.16544960796252886,0.1516327939570288,0.013816814005500055,False
2a4c67eba,DOSBIO001_A375_24H:BRD-K51633576:9.87234,A375,BRD-K51633576,BRD-K51633576,0.16999967404759586,0.15825480963838803,0.011744864409207828,False
2a5a539a0,CPC006_COV644_6H:BRD-K52836380-001-01-7:22.2,COV644,BRD-K52836380,AZD-7545,0.16759752014445284,0.16746480803450547,0.00013271210994736382,False
2a61705dd,HDAC002_MCF7_6H:BRD-K26510616-001-01-7:0.625,MCF7,BRD-K26510616,BRD-K26510616,0.14041670182806357,0.13491014888162228,0.005506552946441284,False
2a74be16e,PCLB003_A375_24H:BRD-K21001652-001-01-7:10,A375,BRD-K21001652,BRD-K21001652,0.16366858546421686,0.15495657619206232,0.008712009272154542,False
2a89a4876,CPC006_NCIH596_6H:BRD-K83289131-001-01-4:10,NCIH596,BRD-K83289131,CAY-10618,0.16875135950632006,0.16779393795499692,0.0009574215513231399,False
2a8f1a1e6,CPC013_PC3_6H:BRD-K57019930-001-01-0:10,PC3,BRD-K57019930,BRD-K57019930,0.16119686285901527,0.15791212084297596,0.003284742016039316,False
2a9b80445,CPC002_HCC515_6H:BRD-K87048468-003-01-9:10,HCC515,BRD-K87048468,RS-102221,0.16762473427372357,0.14427308763418156,0.023351646639542006,False
2ab816414,CPC006_RKO_6H:BRD-K73395020-001-01-5:10,RKO,BRD-K73395020,ARP-101,0.17893020503648888,0.17139118895948446,0.007539016077004412,False
2abc6c21e,HOG001_A549_6H:BRD-A75409952-001-01-6:0.3704,A549,BRD-A75409952,wortmannin,0.15871906347493794,0.15209642656141997,0.006622636913517971,False
2ad36b16a,DOS015_VCAP_24H:BRD-K08995626-001-01-0:5.05,VCAP,BRD-K08995626,BRD-K08995626,0.1579427403482679,0.15308957749582705,0.004853162852440862,False
2ad4f79fd,CPC009_PC3_6H:BRD-K44484254-001-01-0:10,PC3,BRD-K44484254,BRD-K44484254,0.15994481472940666,0.15307112148326363,0.006873693246143037,False
2aeb62161,DOS044_A375_24H:BRD-K01208204-001-01-5:5.03,A375,BRD-K01208204,BRD-K01208204,0.18369806707709543,0.17609953122135755,0.007598535855737887,False
2af8f4fe9,DOS043_A549_24H:BRD-K63607326-001-01-6:5.01,A549,BRD-K63607326,BRD-K63607326,0.16141866220014783,0.15877804803028944,0.0026406141698583907,False
2b06f0b4b,LJP002_MDAMB231_6H:BRD-K12811596-001-01-9:0.08,MDAMB231,BRD-K12811596,BMS-509744,0.1416406084609933,0.1410690013370895,0.0005716071239038056,False
2b52b677a,CPC012_PC3_24H:BRD-K71292008-001-01-2:10,PC3,BRD-K71292008,BRD-K71292008,0.14718923345873047,0.14677738512202498,0.00041184833670548926,False
2b5b14f75,CPC019_HT29_6H:BRD-A31429689-001-05-8:10,HT29,BRD-A31429689,BRD-A31429689,0.15723206729035183,0.15484082554211165,0.0023912417482401804,False
2b630dd70,CPC019_HA1E_6H:BRD-K60772276-001-01-1:10,HA1E,BRD-K60772276,ARG-CSC-26,0.17237905877863308,0.15981982999984962,0.01255922877878346,False
2ba00bf6e,DOS042_A549_24H:BRD-K02125996-001-01-2:5.01,A549,BRD-K02125996,BRD-K02125996,0.148154502403599,0.1476486430580473,0.0005058593455516958,False
2ba48ebb1,LJP001_BT20_24H:BRD-K46056750-001-02-1:0.4,BT20,BRD-K46056750,AZD-7762,0.15752845437063856,0.15517845177292802,0.0023500025977105377,False
2bad1b4f2,CPC012_A549_6H:BRD-K15419449-001-01-7:10,A549,BRD-K15419449,I-303059,0.15564784421160738,0.15278856505564747,0.002859279155959904,False
2bb3d948c,CPC007_MCF7_6H:BRD-A02809788-001-06-4:10,MCF7,BRD-A02809788,ARG-TC-41,0.15277701798501564,0.1446553530683306,0.008121664916685034,False
2bb4818ff,DOS052_HT29_24H:BRD-K40518011-001-01-3:4.96,HT29,BRD-K40518011,BRD-K40518011,0.1598192591805089,0.15666412339040764,0.0031551357901012655,False
2bcb41367,CPC006_VCAP_6H:BRD-K27316855-001-02-6:1,VCAP,BRD-K27316855,calcitriol,0.16066916221505512,0.1596211626350379,0.0010479995800172226,False
2bfc1246c,LJP002_BT20_24H:BRD-K64052750-001-08-4:10,BT20,BRD-K64052750,gefitinib,0.16578780553744032,0.15853120868328452,0.007256596854155806,False
2c0916417,CPC006_SKMEL1_6H:BRD-K20755323-001-02-6:40,SKMEL1,BRD-K20755323,SKI-II,0.16164310506318574,0.15059713072678932,0.011045974336396425,False
2c1d6bb96,ERG015_VCAP_24H:BRD-K21110399-001-01-4:10.0427,VCAP,BRD-K21110399,BRD-K21110399,0.1623207624767289,0.16196224358229205,0.00035851889443686,False
2c37f433d,CPC015_A375_6H:BRD-A15415227-003-01-1:10,A375,BRD-A15415227,GW-1929,0.16324421495784905,0.15441672105857215,0.008827493899276895,False
2c472d326,DOS053_A549_24H:BRD-K07760433-001-02-0:5.01,A549,BRD-K07760433,BRD-K07760433,0.1569395861878948,0.15475167524856426,0.002187910939330545,False
2c6576d4b,DOS056_A375_24H:BRD-K57181059-001-01-3:5,A375,BRD-K57181059,BRD-K57181059,0.16865322938198113,0.1526267723704044,0.016026457011576734,False
2c804aab1,CPC007_A375_6H:BRD-K63550534-001-04-0:10,A375,BRD-K63550534,BRD-K63550534,0.15959215935353036,0.1553038283508841,0.004288331002646251,False
2c89382cc,DOS051_PC3_24H:BRD-M72906282-001-01-1:5.01,PC3,BRD-M72906282,BRD-M72906282,0.17767837308921153,0.16371511707080427,0.013963256018407255,False
2ca61bb0d,CPC018_MCF7_6H:BRD-A31521121-001-15-7:10,MCF7,BRD-A31521121,methocarbamol,0.20178790937653893,0.19024498207901352,0.011542927297525402,False
2cc6e68ef,CPC006_T3M10_6H:BRD-K26657438-001-01-2:10,T3M10,BRD-K26657438,imiquimod,0.16568991001790248,0.1496781613907161,0.01601174862718638,False
2cd098f33,CPC011_MCF7_6H:BRD-A47598013-004-14-5:10,MCF7,BRD-A47598013,citalopram,0.16604746387681746,0.16594313862135374,0.00010432525546372196,False
2cedeae41,CPC002_HA1E_24H:BRD-K88611939-001-10-9:10,HA1E,BRD-K88611939,aniracetam,0.14725446361305353,0.1415842786574696,0.00567018495558394,False
2cfa96d20,CPD001_PC3_24H:BRD-K47639036-003-04-1:10,PC3,BRD-K47639036,flavoxate,0.16770944345254415,0.15843184908682492,0.009277594365719233,False
2d3cb8f30,CPC007_A375_6H:BRD-K37061750-001-07-1:10,A375,BRD-K37061750,BRD-K37061750,0.17959734946415362,0.1639500931953528,0.015647256268800813,False
2d753cbed,CPC009_HA1E_6H:BRD-A68009927-001-02-3:10,HA1E,BRD-A68009927,daunorubicin,0.1562932228190736,0.1472188366487972,0.009074386170276394,False
2d7d9fe81,CPC006_SKLU1_6H:BRD-K20285085-001-01-4:10,SKLU1,BRD-K20285085,fostamatinib,0.16873017087692976,0.14626742514127922,0.022462745735650547,False
2d8e2eb5a,CPC018_NPC_24H:BRD-A09495397-001-02-7:10,NPC,BRD-A09495397,bicuculline,0.1546626264683399,0.15209217426864963,0.002570452199690265,False
2d93ebf27,CPC004_HCC515_6H:BRD-K26801045-001-01-1:10,HCC515,BRD-K26801045,pipamperone,0.15293599578867284,0.14567719521652206,0.007258800572150781,False
2da3b7269,CPC007_HT29_6H:BRD-K03568209-001-12-2:10,HT29,BRD-K03568209,MW-STK33-4C,0.1640910080828919,0.16324208812221563,0.0008489199606762643,False
2daa68a56,CPC016_SKB_24H:BRD-K28137194-003-01-3:10,SKB,BRD-K28137194,loreclezole,0.15675601085793506,0.14546310627049117,0.011292904587443892,False
2dc66ae1f,CPC015_A375_6H:BRD-K53987533-003-01-9:10,A375,BRD-K53987533,fluphenazine,0.15857130517967982,0.15626489357600692,0.0023064116036728977,False
2de92054c,DOS002_VCAP_6H:BRD-K40185230-001-01-6:4.83,VCAP,BRD-K40185230,BRD-K40185230,0.15554446291017404,0.15068411547958457,0.004860347430589468,False
2e1874900,CPC006_NOMO1_6H:BRD-K81473043-001-04-7:0.35,NOMO1,BRD-K81473043,tanespimycin,0.17644676965327077,0.1703526002130265,0.006094169440244268,False
2e23247f7,CPC013_SKB_24H:BRD-K52640952-001-01-1:10,SKB,BRD-K52640952,BRD-K52640952,0.16268213817021168,0.1589306170711606,0.0037515210990510806,False
2e25f2ddb,AML001_HL60_24H:BRD-K04986062:10,HL60,BRD-K04986062,BRD-K04986062,0.17943662513497227,0.16787899489593217,0.011557630239040106,False
2e26b4605,CPC004_A375_6H:BRD-K46384212-001-01-1:10,A375,BRD-K46384212,O-3M3FBS,0.17587755542432237,0.17134839754728032,0.004529157877042056,False
2e28d6c72,CPC017_ASC_24H:BRD-A09828896-004-04-5:10,ASC,BRD-A09828896,SKF-81297,0.1531870136454132,0.15211822501708977,0.001068788628323436,False
2e4d2bec4,CPC011_HT29_6H:BRD-A86044036-001-22-4:10,HT29,BRD-A86044036,flurbiprofen-(+/-),0.16257470189717277,0.15593138036332316,0.006643321533849611,False
2e72e42ba,DOS005_VCAP_6H:BRD-K04284624-001-01-5:5.03,VCAP,BRD-K04284624,BRD-K04284624,0.16423920687842927,0.1619541601231721,0.002285046755257175,False
2e857e043,DOSBIO002_A375_24H:BRD-K77629773:9.93611,A375,BRD-K77629773,BRD-K77629773,0.1565841658956157,0.15494377562114783,0.0016403902744678567,False
2eb7fc8f3,CPC006_HCT116_6H:BRD-K28307902-001-10-0:28.96,HCT116,BRD-K28307902,flutamide,0.1649689635805915,0.1601030160514916,0.004865947529099884,False
2f0baab62,DOS057_A375_24H:BRD-K51410836-001-01-2:5,A375,BRD-K51410836,BRD-K51410836,0.15236980246691012,0.14751272431755155,0.004857078149358568,False
2f117323c,CPC005_PC3_6H:BRD-K20995441-001-01-7:10,PC3,BRD-K20995441,U-54494A,0.1574779939358119,0.1517932954706616,0.005684698465150323,False
2f1db8c6c,CPC009_MCF7_6H:BRD-K36038115-001-01-3:10,MCF7,BRD-K36038115,BRD-K36038115,0.16103155616202353,0.1587105423381619,0.0023210138238616285,False
2f2e37eda,DOS049_MCF7_24H:BRD-K25804113-004-01-7:5,MCF7,BRD-K25804113,BRD-K25804113,0.153499395255072,0.1523573158195739,0.0011420794354981,False
2f5b9b3bd,CPC005_MCF7_6H:BRD-A92585442-237-01-0:10,MCF7,BRD-A92585442,RU-28318,0.16411299150886402,0.156554883753374,0.007558107755490012,False
2f7e95bd8,CPC016_A549_24H:BRD-K68103045-001-01-1:10,A549,BRD-K68103045,CGS-20625,0.15927267130500994,0.15236375177626466,0.006908919528745283,False
2f9b22ec4,CPC018_A375_6H:BRD-K20482099-001-01-1:10,A375,BRD-K20482099,rutin,0.13589298384980125,0.13568190408731806,0.0002110797624831906,False
2fb591d53,CPC012_VCAP_6H:BRD-K64058329-001-01-8:10,VCAP,BRD-K64058329,BRD-K64058329,0.15067155548702227,0.14214132331102755,0.008530232175994718,False
2fc2852b3,CPC006_WSUDLCL2_6H:BRD-K74236984-001-01-4:10,WSUDLCL2,BRD-K74236984,UNC-0321,0.1480077350606383,0.14732970082470703,0.0006780342359312685,False
2fcb45e51,DOS058_PC3_24H:BRD-K55467482-019-01-7:5,PC3,BRD-K55467482,BRD-K55467482,0.14893203648985676,0.148821929301542,0.00011010718831475086,False
2fe75eb73,NMH002_FIBRNPC_24H:BRD-K86570333-001-01-0:10,FIBRNPC,BRD-K86570333,BRD-K86570333,0.15228991046675824,0.15051160082838955,0.001778309638368697,False
2ff2b2628,PCLB003_HCC515_24H:BRD-K64106162-001-02-3:0.37,HCC515,BRD-K64106162,BRD-K64106162,0.16189521803637302,0.14891151604852249,0.012983701987850538,False
304da17c7,CPC005_HT29_6H:BRD-A65076780-001-01-3:10,HT29,BRD-A65076780,dihydroergocristine,0.1572115483320285,0.1512332087263066,0.0059783396057218885,False
30a579ab6,PCLB001_MCF7_6H:BRD-K00640357-001-07-2:0.37,MCF7,BRD-K00640357,BRD-K00640357,0.14616286213875013,0.1459066940508881,0.0002561680878620243,False
30aa2f709,BRAF001_A375_24H:BRD-K92778217-001-21-0:2.5,A375,BRD-K92778217,mefenamic-acid,0.1754940023773352,0.14795121913606568,0.02754278324126952,False
30ac46c44,AML001_CD34_24H:BRD-A35207501:1.11111,CD34,BRD-A35207501,BRD-A35207501,0.16551577124369538,0.15573871921835986,0.00977705202533552,False
30b818c2a,CPC004_HEPG2_6H:BRD-A90490067-001-01-9:10,HEPG2,BRD-A90490067,fulvestrant,0.1575982386041414,0.15246798374497855,0.005130254859162853,False
30bcad061,CPC006_A375_24H:BRD-K00615600-001-06-1:25,A375,BRD-K00615600,AG-14361,0.15463157511352432,0.15451452904267513,0.00011704607084919716,False
30c35b555,CPC009_HA1E_6H:BRD-K89786160-019-01-9:10,HA1E,BRD-K89786160,BRD-K89786160,0.14324041161873688,0.14228989674865578,0.0009505148700811039,False
30cee35f0,NMH001_NPC_6H:BRD-K63835783-001-01-9:10,NPC,BRD-K63835783,desmethyl-DASB,0.18903584204351137,0.14773482018807682,0.04130102185543455,False
30ebb536b,NMH001_FIBRNPC_6H:BRD-K03608458-001-01-7:10,FIBRNPC,BRD-K03608458,BRD-K03608458,0.1582722911243754,0.15069556300061698,0.007576728123758425,False
30ec6afbc,PCLB003_HEPG2_24H:BRD-K47503321-001-01-3:1.11,HEPG2,BRD-K47503321,BL003-049-HDAC3,0.17637299105675686,0.17072087644036904,0.0056521146163878155,False
313383238,CPC013_A549_24H:BRD-A25852922-001-01-5:10,A549,BRD-A25852922,ST-4034902,0.1644971786380276,0.15117044851342692,0.013326730124600672,False
31610ede9,MUC.CP001_MCF7_6H:BRD-K07125273-001-01-1:1.0834,MCF7,BRD-K07125273,SA-1473468,0.2099678995859777,0.20207288531024747,0.007895014275730222,False
317026f45,CPC015_MCF7_6H:BRD-K19227686-001-12-9:10,MCF7,BRD-K19227686,phenolphthalein,0.15897594621272854,0.15398194145343322,0.004994004759295317,False
3188e1df7,DOS051_HT29_24H:BRD-K81365479-001-01-4:4.96,HT29,BRD-K81365479,BRD-K81365479,0.16997573919810344,0.16880269525806502,0.0011730439400384207,False
3192fe966,ERG012_PC3_6H:BRD-K06574200-001-01-9:2.5,PC3,BRD-K06574200,BRD-K06574200,0.15060119724736776,0.14486896241901148,0.005732234828356275,False
31a40e7dd,CPC012_MCF7_24H:BRD-A75409952:10,MCF7,BRD-A75409952,wortmannin,0.15751360453218935,0.155849213815372,0.0016643907168173433,False
31addf194,CPC009_MCF7_6H:BRD-K89786160-019-01-9:10,MCF7,BRD-K89786160,BRD-K89786160,0.15316205903353275,0.14465634301239505,0.0085057160211377,False
31cdc0d4a,DOS052_A375_24H:BRD-K83980681-001-02-0:5,A375,BRD-K83980681,BRD-K83980681,0.14632170270930178,0.1422755153661596,0.004046187343142188,False
31d1b5808,DOS009_VCAP_6H:BRD-K02401733-001-01-5:4.98,VCAP,BRD-K02401733,BRD-K02401733,0.14120324494494205,0.13723645517328006,0.003966789771661983,False
31d5cf076,CPC012_HCC515_6H:BRD-K62683350-001-06-6:10,HCC515,BRD-K62683350,MW-STK33-4A,0.14908788643676313,0.14898159040437525,0.00010629603238787588,False
3217b13d3,DOS056_A549_24H:BRD-K81860076-001-01-1:5,A549,BRD-K81860076,BRD-K81860076,0.15727023124292167,0.15144893903008924,0.005821292212832424,False
3226ca64a,DOS058_A375_24H:BRD-K52536034-019-01-5:5,A375,BRD-K52536034,BRD-K52536034,0.16252234708403013,0.15385451049096316,0.008667836593066969,False
3228230d1,DOS008_VCAP_6H:BRD-K22743786-001-01-2:5.03,VCAP,BRD-K22743786,BRD-K22743786,0.15116468181276083,0.15087683098944055,0.0002878508233202792,False
32585ca0c,CPC013_A549_6H:BRD-K58347372-001-02-7:10,A549,BRD-K58347372,BRD-K58347372,0.16452849304427658,0.14181428186773712,0.02271421117653946,False
32602eac2,CPC014_A375_6H:BRD-K49865102-001-02-7:10,A375,BRD-K49865102,PD-0325901,0.17315282338501317,0.17226691450776063,0.0008859088772525392,False
3261b4495,CPC012_HCC515_6H:BRD-K02701279-001-01-8:10,HCC515,BRD-K02701279,BRD-K02701279,0.16479947813481333,0.15742573564963835,0.007373742485174972,False
3264f3b74,PCLB003_HEPG2_24H:BRD-K59019422-001-01-3:3.33,HEPG2,BRD-K59019422,BRD-K59019422,0.1465357059687922,0.14636141623252072,0.00017428973627148237,False
32667f5be,HDAC002_HA1E_24H:BRD-K19826688-001-01-9:0.15625,HA1E,BRD-K19826688,BRD-K19826688,0.1449061065726808,0.1434722793779991,0.001433827194681686,False
3276db5ea,DOS052_MCF7_24H:BRD-K74429632-001-01-1:5.27,MCF7,BRD-K74429632,BRD-K74429632,0.2063834294392224,0.18198041847780483,0.02440301096141756,False
329ac3519,CPC003_HA1E_6H:BRD-K14767410-001-01-5:10,HA1E,BRD-K14767410,SC-560,0.17446952920741496,0.14647876640685856,0.0279907628005564,False
32bad50f4,DOS047_A375_24H:BRD-K27161555-001-01-1:5.06,A375,BRD-K27161555,BRD-K27161555,0.1480136915397593,0.1474531535357282,0.0005605380040311081,False
32bd4cc74,MUC.CP002_MCF7_24H:BRD-K26676775-001-01-3:10.0418,MCF7,BRD-K26676775,SA-1460192,0.18435352146436762,0.15247450488788147,0.03187901657648615,False
32cdd43d4,NMH001_NEU_24H:BRD-K23986500-001-01-1:10,NEU,BRD-K23986500,BRD-K23986500,0.1503543552500353,0.14648497063595167,0.0038693846140836208,False
32dccc366,DOSBIO002_PC3_24H:BRD-K49417484:10.0386,PC3,BRD-K49417484,BRD-K49417484,0.15900685634166858,0.15679112215310892,0.002215734188559665,False
33036fe9b,DOS057_HT29_24H:BRD-K28138218-001-01-7:5,HT29,BRD-K28138218,BRD-K28138218,0.15816454858114307,0.15655882255887266,0.0016057260222704095,False
330a907e0,MUC.CP001_MCF7_24H:BRD-K27797475-001-01-9:10.1131,MCF7,BRD-K27797475,SA-1938219,0.21147853761887286,0.19224713883044794,0.01923139878842492,False
336d3cb9c,PCLB003_A375_24H:BRD-K21001652-001-01-7:0.37,A375,BRD-K21001652,BRD-K21001652,0.14549931718555886,0.1420175573723239,0.0034817598132349525,False
33c90bb0b,CPC010_A375_6H:BRD-K31600199-019-03-2:10,A375,BRD-K31600199,BRD-K31600199,0.16363485574199363,0.16324421113303592,0.00039064460895771314,False
33ea7c31c,DOS052_A375_24H:BRD-K01547285-001-01-8:4.8,A375,BRD-K01547285,BRD-K01547285,0.15365730115185283,0.14975232186318882,0.0039049792886640122,False
342063ca2,DOS042_A549_24H:BRD-K60548400-001-01-4:5.04,A549,BRD-K60548400,BRD-K60548400,0.17483192370840117,0.1562760872133416,0.01855583649505957,False
34337af21,HDAC002_HA1E_24H:BRD-K10436544-001-01-0:0.078125,HA1E,BRD-K10436544,BRD-K10436544,0.15093116985043833,0.1466264329264938,0.0043047369239445354,False
345eb6a69,NMH001_FIBRNPC_6H:BRD-A31180007-001-01-1:10,FIBRNPC,BRD-A31180007,BRD-A31180007,0.1686313804155443,0.16171407300685112,0.006917307408693174,False
346c01544,KMS002_NOMO1_6H:BRD-K46625679-001-01-3:0.01,NOMO1,BRD-K46625679,MW-STK33-97,0.1528551309410318,0.15151100926463196,0.0013441216763998565,False
348b00535,DOS058_A375_24H:BRD-K02577117-019-01-0:5,A375,BRD-K02577117,BRD-K02577117,0.1544465125417091,0.1514904432444495,0.0029560692972596114,False
34a1356e1,CPC012_MCF7_6H:BRD-A06131576-001-01-6:10,MCF7,BRD-A06131576,BRD-A06131576,0.16192239935441152,0.14241708271111933,0.019505316643292192,False
34b7b10a7,CPC006_RKO_6H:BRD-K82746043-001-03-7:10,RKO,BRD-K82746043,navitoclax,0.20027842311322563,0.16377131899094793,0.0365071041222777,False
34b9bb21b,CPC008_A549_6H:BRD-K16358524-001-01-4:10,A549,BRD-K16358524,BRD-K16358524,0.15737498738521696,0.15686574616731114,0.0005092412179058259,False
34bccc9b2,DOS057_HT29_24H:BRD-K79579182-001-01-2:5,HT29,BRD-K79579182,BRD-K79579182,0.1559805144081318,0.1551978447105888,0.0007826696975429814,False
34cb34a74,CPC006_A375_6H:BRD-K78867378-001-07-3:10,A375,BRD-K78867378,MW-A1-12,0.1585533582227738,0.15811454668696878,0.00043881153580502263,False
34e85fe9d,DOSBIO002_A375_24H:BRD-K36462169:10.0595,A375,BRD-K36462169,BRD-K36462169,0.14736132804185748,0.13983465789679939,0.00752667014505809,False
34f1b60c1,HOG002_MCF7_24H:BRD-K35960502-001-10-1:0.013,MCF7,BRD-K35960502,niclosamide,0.1574317140208556,0.1570417014119413,0.000390012608914303,False
35238271c,CPC005_HT29_6H:BRD-K21936341-051-02-4:10,HT29,BRD-K21936341,oxotremorine-sesquifumarate,0.17909740808581945,0.17565662710272084,0.003440780983098607,False
352f26962,CPC012_ASC_24H:BRD-K36977165-001-01-1:10,ASC,BRD-K36977165,RAN-14A,0.14754570528675798,0.14224674950234228,0.005298955784415693,False
35519ef6d,DOSBIO002_NEU_24H:BRD-K82927587:10.249,NEU,BRD-K82927587,BRD-K82927587,0.1714176092434881,0.16536763159116571,0.006049977652322375,False
355e0b5ca,HOG003_A549_24H:BRD-K09907482-001-02-5:0.1234,A549,BRD-K09907482,PRL-3-inhibitor-I,0.151065607619298,0.15045237100827974,0.000613236611018253,False
3575db700,CPC006_SKLU1_6H:BRD-K78867378-001-07-3:10,SKLU1,BRD-K78867378,MW-A1-12,0.16226290722213954,0.15618989270853056,0.006073014513608976,False
357bf33db,CPC011_A549_24H:BRD-K70778732-003-22-6:10,A549,BRD-K70778732,trazodone,0.15279759229257084,0.15004111776831447,0.0027564745242563693,False
3581254ef,DOS053_A549_24H:BRD-K77411261-001-01-4:4.97,A549,BRD-K77411261,BRD-K77411261,0.14585363226999423,0.14094837614263994,0.0049052561273542905,False
358558161,CPC003_HA1E_6H:BRD-K15522385-003-01-0:10,HA1E,BRD-K15522385,cinanserin,0.1589510598023552,0.15644745385463255,0.0025036059477226424,False
35bd6a5cb,LJP001_MDAMB231_24H:BRD-K84085265-001-02-1:0.08,MDAMB231,BRD-K84085265,CG-930,0.15824764138761166,0.14888714968593308,0.009360491701678575,False
35da23e37,CPD002_PC3_24H:BRD-K64052750-001-07-6:10,PC3,BRD-K64052750,gefitinib,0.17810643857527353,0.15601149790415608,0.022094940671117447,False
35deba05e,DOS008_VCAP_24H:BRD-K83121797-001-01-4:5.08,VCAP,BRD-K83121797,BRD-K83121797,0.15112235362409326,0.15097256494996625,0.00014978867412701602,False
35e552246,DOS057_A375_24H:BRD-K67498554-001-01-9:5,A375,BRD-K67498554,BRD-K67498554,0.17212033871234805,0.15509540585206463,0.01702493286028342,False
35f6999a2,HDAC002_HA1E_24H:BRD-K10436544-001-01-0:0.078125,HA1E,BRD-K10436544,BRD-K10436544,0.15755226424294072,0.1536217747059694,0.00393048953697131,False
3610da8fc,CPC016_A549_24H:BRD-A11678676-001-03-4:10,A549,BRD-A11678676,wortmannin,0.1787404229753781,0.1773098150944196,0.001430607880958501,False
3628040f9,DOS012_VCAP_6H:BRD-K44098776-001-01-7:5.17,VCAP,BRD-K44098776,BRD-K44098776,0.15305812181114653,0.15298695138075707,7.117043038945559e-05,False
36483057c,DOS049_A375_24H:BRD-K53920100-001-01-7:5,A375,BRD-K53920100,BRD-K53920100,0.16201226702957938,0.1569118557074337,0.00510041132214567,False
366bf0132,CPC019_MCF7_6H:BRD-K67519589-001-01-1:10,MCF7,BRD-K67519589,BRD-K67519589,0.16541099468562093,0.16441545304707633,0.0009955416385445948,False
366cfd589,CPC005_A375_24H:BRD-A47494775-003-03-0:10,A375,BRD-A47494775,dipivefrine,0.1547811679873552,0.14406402411311708,0.010717143874238111,False
36777ec87,CPC015_HT29_6H:BRD-A43882281-001-11-4:10,HT29,BRD-A43882281,pinacidil,0.1482046268123878,0.14557981201499226,0.0026248147973955416,False
367b43280,CVD001_HUH7_24H:BRD-K21680192-300-04-5:10,HUH7,BRD-K21680192,mitoxantrone,0.16219421172695628,0.15999650897045137,0.00219770275650491,False
3685da8e0,PCLB003_MCF7_24H:BRD-K57064803-001-01-0:0.12,MCF7,BRD-K57064803,BRD-K57064803,0.1658153755755054,0.16318044466802853,0.002634930907476879,False
36ab4aaf7,CPC007_MCF7_24H:BRD-A99911370-001-04-1:10,MCF7,BRD-A99911370,BRD-A99911370,0.14437487963848208,0.14219437546191677,0.0021805041765653177,False
36b7f5ba2,DOS042_A375_24H:BRD-K73334096-001-01-3:4.97,A375,BRD-K73334096,BRD-K73334096,0.15384885071468818,0.14607636205923896,0.007772488655449217,False
36dc71f82,CPC012_MCF7_6H:BRD-A06131576-001-01-6:10,MCF7,BRD-A06131576,BRD-A06131576,0.1511765454837793,0.14757035824092157,0.003606187242857717,False
36e63978b,DOS054_A375_24H:BRD-K89499048-001-01-5:5,A375,BRD-K89499048,BRD-K89499048,0.16010879568897168,0.1501300583301791,0.009978737358792594,False
3702115d8,NMH001_NEU_6H:BRD-K06209536-001-01-7:10,NEU,BRD-K06209536,BRD-K06209536,0.16869436979676644,0.1677661845496228,0.0009281852471436369,False
3703fbf34,BRAF001_A375_6H:BRD-K67578145-001-05-5:2.5,A375,BRD-K67578145,GDC-0879,0.1662113244836358,0.1626024852478163,0.0036088392358195054,False
3710f60fa,CPC014_HA1E_6H:BRD-K88714443-001-01-9:10,HA1E,BRD-K88714443,BRD-K88714443,0.1436599182327471,0.1434815459273977,0.00017837230534939463,False
3724bf970,MUC.CP005_MCF7_24H:BRD-K32581454-001-02-3:0.3704,MCF7,BRD-K32581454,BRD-K32581454,0.1594482203329865,0.15393436852812065,0.005513851804865855,False
376c56233,CPC004_HCC515_24H:BRD-K06712146-001-01-2:10,HCC515,BRD-K06712146,YM-90709,0.16601827779150213,0.1473822087011797,0.01863606909032242,False
379302187,DOS022_VCAP_24H:BRD-K46088987-001-01-1:5.07,VCAP,BRD-K46088987,BRD-K46088987,0.1650236725184832,0.16395824850526713,0.0010654240132160764,False
37a8319f4,DOS001_VCAP_24H:BRD-K99050286-001-01-5:5.01,VCAP,BRD-K99050286,BRD-K99050286,0.15570004031171963,0.15495422126959085,0.0007458190421287814,False
37b33b4d6,LJP001_BT20_6H:BRD-K72420232-001-05-7:0.4,BT20,BRD-K72420232,WZ-4002,0.15282088675363678,0.14889948996034588,0.003921396793290899,False
37c682cd5,DOS042_A549_24H:BRD-K18132838-001-01-2:4.9,A549,BRD-K18132838,BRD-K18132838,0.15594078786754265,0.14865916950164282,0.007281618365899828,False
37cbba316,CPC009_PC3_6H:BRD-K80962769-019-01-0:10,PC3,BRD-K80962769,BRD-K80962769,0.17586155721821417,0.15187715183284828,0.023984405385365892,False
37eedc0ba,HDAC002_MCF7_24H:BRD-K98109757-001-01-0:10,MCF7,BRD-K98109757,cyclopentene,0.15376479773376348,0.15272008523629838,0.0010447124974651,False
37fe7c5c1,DOSBIO001_A375_24H:BRD-K90281509:10.4396,A375,BRD-K90281509,BRD-K90281509,0.16599404577045385,0.16130782127978438,0.004686224490669466,False
3803f83df,DOSBIO002_HT29_24H:BRD-K87536251:10.0242,HT29,BRD-K87536251,BRD-K87536251,0.16931991673760863,0.16895513195664819,0.0003647847809604421,False
381510611,DOS034_A549_24H:BRD-K90281509-001-01-6:5.22,A549,BRD-K90281509,BRD-K90281509,0.1544651398317924,0.15148543063153802,0.0029797092002543657,False
