SMILES,aff_4gm2,aff_6ukj,aff_7f3y,aff_9n10,conf_4gm2,conf_6ukj,conf_7f3y,conf_9n10
CCN1CCC(N2CCC(C(=O)NCCC3=CC(F)=CC=C3F)CC2)CC1,-4.644,-10.27,-7.415,-5.769,-2.36,-0.92,-0.9,-2.08
CCN1Cc2ccccc2N=C(O)NCC=C(Cl)C=CCN1,-4.343,-7.331,-6.597,-5.369,-1.65,-1.5,-1.54,-2.52
CCNC1=NC(NCCC#CCO)=NC(NC(C)(C)C)=N1,-3.915,-8.412,-7.126,-5.134,-1.96,-3.38,-0.9,-1.69
CCNC1=NC(NCCS(=O)(=O)C(C)C)=NC(NC(C)(C)C)=N1,-3.896,-8.447,-6.521,-5.318,-2.03,-1.86,-1.32,-1.77
CCNc1nc(N2C=C(Cl)C(Cl)=CC2)nc2ccccc12,-3.99,-8.471,-6.39,-4.842,-1.74,-1.67,-0.75,-0.86
CCNc1nc(NCC=C(Cl)CCl)nc2ccccc12,-4.17,-8.168,-6.652,-4.773,-1.88,-1.36,-1.11,-0.63
CCNc1nc(Nc2ccc(S)c(Cl)c2)nc2ccccc12,-4.386,-8.097,-6.702,-4.921,-1.48,-1.61,-1.1,-1.3
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(Cl)c1,-3.975,-8.28,-6.096,-4.866,-0.24,-1.03,-1.71,-1.35
CCOC(=O)C1=CN(CCOC)C=C(C(=O)OCC)C1c1ccc([N+](=O)[O-])cc1,-3.84,-6.858,-7.174,-4.619,-1.58,-2.23,-1.22,-1.47
CCOC(=O)C1=CN=C2C=CC(OC)=CC2=C1NCCC(C)O,-4.563,-8.202,-7.128,-4.666,-1.25,-1.4,-0.92,-1.13
CCOC(=O)c1cnc2c(C)c(C)ccc2c1Nc1ccc(O)cc1,-4.693,-10.16,-7.464,-5.894,-1.61,-1.64,-1.27,-1.28
CCOC(=O)c1cnc2c(OC)cccc2c1NCc1ccc(NC(N)=O)cc1,-5.18,-8.35,-7.398,-5.255,-1.69,-1.44,-1.16,-1.56
CCOC(=O)c1cnc2ccccc2c1NCc1ccc([N+](=O)[O-])cc1,-4.254,-9.534,-7.36,-5.782,-2.19,-2.2,-1.1,-1.63
CCOC1(C=C(Cl)CCl)N=NC=CC=CCC(N=O)=N1,-4.15,-7.724,-5.785,-5.2,-0.89,-1.92,-1.12,-1.83
CCOC1=C(OC)C=C(CNCC(O)C2=CC=C(Cl)C=C2)C=C1OC,-4.874,-8.975,-6.826,-6.268,-2.24,-1.31,-0.88,-1.57
CCOC1=CC(C(=O)NC(C)C2=CC=CC=C2OC)=CC(Br)=C1OC,-4.258,-8.868,-6.825,-5.437,-1.35,-1.51,-1.21,-1.55
CCOC1=CC=C(C(C)NC(=O)C2=CC=C(Cl)C(C#N)=C2)C=C1OCC,-4.397,-8.428,-7.615,-5.323,-1.78,-1.69,-0.4,-2.09
CCOC1=CC=C(C(C)NC(=O)C2=CC=CC(F)=C2)C=C1OCC,-4.284,-8.811,-6.721,-5.319,-1.35,-0.82,-0.39,-1.61
CCOC1=CC=C(C=CC(=O)C2=CC(O)=CC=C2O)C=C1OCC,-5.549,-7.887,-7.446,-5.455,-0.7,-1.24,-0.2,-1.0
CCOC1=CC=C(CNC(C)C(O)C2=C(F)C=CC=C2Cl)C=C1OC,-4.417,-9.166,-7.013,-5.508,-1.71,-1.34,-1.39,-1.55
CCOC1=CC=CC(NC(=O)CN2C(=O)NC3=CC=CC=C3C2=O)=C1,-4.646,-9.1,-7.889,-5.583,-1.66,-0.93,-1.75,-1.98
CCOCC=C(Cl)C(N)c1nc(NCCO)c2ccccc2n1,-4.191,-8.345,-6.928,-4.993,-2.68,-1.24,-1.81,-1.43
CCOc1ccc(-c2cc3c(SCC(=O)Nc4cc(Cl)ccc4OC)nccn3n2)cc1,-4.65,-11.31,-8.443,-5.352,-2.49,-1.83,-1.25,-2.37
CCOc1ccc(-c2nc(NC(=O)c3ccc(NC(N)=O)cc3)sc2C)cc1,-4.87,-10.25,-8.369,-5.764,-2.18,-1.3,-0.42,-3.31
CCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)cc2)cc1C,-4.528,-8.82,-7.291,-6.121,-1.55,-1.02,-0.15,-3.38
CCS(=O)(=O)Nc1cc(C(=O)OC)ccc1O,-3.897,-7.053,-6.053,-5.517,-1.42,-0.98,-1.41,-1.82
CC[C@@H](C(=O)Nc1cccc(OC)c1)n1c(=O)[nH]c2ccccc2c1=O,-4.402,-8.225,-8.037,-5.479,-1.25,-1.56,-0.85,-1.94
CC[C@@H](CCO)[NH2+][C@@H](c1ccc(F)cc1)c1ccc(Cl)cc1,-4.499,-7.366,-6.648,-5.675,-1.8,-1.15,-1.05,-1.48
CC[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,-5.183,-9.676,-8.322,-5.643,-1.34,-1.59,-1.46,-4.0
CC[C@@H](Oc1cc(O)cc2oc3c(O)cccc3c(=O)c12)C(=O)OC,-4.832,-8.924,-7.687,-5.685,-1.49,-3.04,-0.94,-1.62
CC[C@H](C)OC(=O)c1c(N)n(CCc2ccccc2)c2nc3ccccc3nc12,-4.622,-11.31,-7.98,-6.407,-1.14,-1.85,-0.73,-1.02
CC[C@H](C)c1cccc(NS(=O)(=O)c2cc3c4c(c2)CCC(=O)N4CC3)c1,-5.193,-7.525,-8.864,-5.7,-2.32,-1.04,-1.62,-1.83
CC[C@H](O)C(=O)Oc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc21,-5.074,-10.14,-8.304,-5.432,-2.04,-1.99,-1.02,-3.03
CC[N@H+](C)Cc1cc(OC)c(O)c(OC)c1,-3.402,-6.441,-5.211,-3.963,-0.94,-1.49,-1.43,-2.83
CC[NH+](CC)CCC[C@@H](C)Nc1ccnc2cc(C(F)(F)F)ccc21,-4.174,-9.545,-7.503,-4.89,-1.95,-1.16,-1.5,-2.42
CC[NH+](CC)CCSCCNc1ccnc2cc(Cl)ccc21,-3.901,-7.075,-5.947,-4.716,-1.44,-1.92,-1.36,-2.43
CCc1[nH]c2cccc(C)c2c(=O)c1CC,-4.05,-6.838,-5.772,-4.724,-0.71,-2.43,-0.88,-1.24
CCc1ccc(-c2c3c4n(cc(-c5ccc(OC)cc5)n4CCCC3)c2C(=O)Nc2ccccc2)cc1,-5.313,-9.424,-9.173,-5.667,-2.28,-1.6,-1.25,-3.52
CCc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,-4.148,-8.224,-6.576,-5.159,-1.42,-0.4,-0.54,-0.92
CCc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)cc1,-4.923,-9.244,-7.975,-5.044,-1.67,-1.13,-1.55,-1.84
CCc1ccccc1NC(=O)Nc1ccc(Cl)c(Cl)c1,-4.658,-7.871,-6.378,-5.096,-1.27,-1.42,-1.11,-1.79
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=C\N(C)C)c1,-5.036,-8.153,-7.086,-4.829,-1.45,-1.37,-0.47,-1.63
CCn1c2ccccc2n(C[C@@H](O)c2ccc(Cl)cc2)c1=N,-4.248,-9.37,-6.58,-5.03,-1.81,-1.71,-1.19,-2.21
CN(C)CC1=CC=C(CNC[C@H](O)C2=CC=CC=C2)C=C1,-4.052,-8.983,-7.142,-4.93,-1.7,-1.68,-1.18,-1.92
CN=C1CNC=CN=C(CCN=CNCCO)C1=CCC=CNC=CC=CCCCCNCC=NCCl,-5.385,-11.14,-9.438,-5.403,-1.58,-1.8,-2.0,-3.0
CN=CN1C=C(Cl)C(Cl)C(C)N2CCC2C=NNCCOC1(C)C,-4.226,-6.971,-6.189,-4.731,-1.49,-2.07,-1.58,-2.13
CNC(=O)NC1=NN=C(CC2=CC=CC(OC)=C2)S1,-4.331,-8.314,-6.21,-5.07,-1.17,-0.81,-0.46,-3.6
CNC1=CC1=CCN=C1CC=CCOCCNC=N1,-3.862,-7.853,-6.094,-4.33,-1.35,-0.91,-0.94,-1.72
CNC1=NC(Cl)=CC=C(C)N2CC(CCNCCCC=CCO)C=CC12,-4.077,-8.252,-7.317,-5.456,-1.7,-1.59,-1.39,-1.23
CNC1=NC(NC2=CC=C(Cl)C(Cl)O2)=NC2=CCC=C[C+]21,-4.01,-8.476,-6.415,-5.531,-1.21,-0.7,-0.66,-0.89
CNCCCCNC1=CC=NC2=CC=CC=C12,-4.188,-6.832,-5.699,-4.652,-1.18,-1.32,-0.83,-3.18
CNN1OCCC(C=C(Cl)CCl)NCN=C(NCCO)CC1=NC=C=N,-4.279,-8.792,-6.606,-4.766,-1.09,-1.65,-1.4,-2.66
CNS(=O)(=O)C1=CC=CC(CNC2CCN(CCC3=CC=CC=C3)CC2)=C1,-4.539,-9.893,-7.639,-5.123,-2.38,-1.23,-1.11,-2.42
COC(=O)C1(CC2=CC=CC(F)=C2)CCN(CC2=CC(C#N)=CC=C2OC)CC1,-4.789,-9.372,-8.575,-6.079,-1.09,-2.14,-1.0,-4.06
COC(=O)C1=CC=C(C(=O)C=CC2=CC=C(O)C(OC)=C2)C=C1,-4.481,-9.859,-7.148,-5.472,-1.51,-1.23,-0.54,-3.87
COC(=O)C1=CC=C(NC(C)CCN)C2=NC=CC=C12,-4.103,-7.128,-6.39,-5.654,-1.31,-0.64,-0.97,-1.77
COC(=O)CSc1ccc(O)cc1,-3.499,-5.873,-5.04,-4.842,-0.99,-0.86,-0.73,-1.95
COC(=O)c1cc2c(cc1O)OCO2,-3.385,-6.486,-5.258,-4.831,-0.51,-0.65,-0.41,-0.68
COC(=O)c1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,-4.863,-10.19,-8.068,-5.618,-3.2,-1.05,-1.15,-2.22
COC(=O)c1ccc(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(OC)cc3OC)C3=C2C(=O)CC(C)(C)C3)cc1,-5.021,-2.08,-9.557,-6.257,-1.88,-2.24,-1.92,-1.2
COC(=O)c1ccc(Nc2cc(C)nc3c(OC)cccc23)cc1,-4.354,-8.613,-7.617,-5.286,-1.41,-1.1,-0.46,-1.62
COC1=C(O)C=C(CNCC(O)C2=CC=CC=C2)C=C1O,-4.036,-9.326,-6.913,-5.23,-1.15,-1.46,-1.03,-1.56
COC1=C(O)C=C(OC)C(C(=O)C=CC2=CC=C(OC)C(O)=C2Br)=C1,-4.117,-9.845,-7.366,-5.383,-1.56,-1.2,-1.12,-1.89
COC1=CC(Br)=C(CNC(C)C(N)C2=CC=CC=C2)C=C1O,-3.805,-8.576,-7.658,-5.196,-1.75,-1.48,-1.25,-1.64
COC1=CC(C=CC(=O)C2=CC=C(Cl)C=C2)=CC(Cl)=C1OC,-4.124,-8.669,-6.829,-4.911,-2.41,-0.96,-0.59,-1.33
COC1=CC(CCNCC2=CC=C(CSC)C=C2)=CC(OC)=C1O,-4.188,-9.746,-7.48,-4.781,-1.52,-1.48,-1.6,-1.82
COC1=CC(O)=CC=C1C=CC(=O)C1=CC=C(O)C([N+](=O)[O-])=C1,-4.229,-8.747,-7.669,-5.585,-1.2,-1.67,-0.66,-1.32
COC1=CC(SC)=CC=C1C(=O)N1CCC(C)(O)CC1,-3.923,-7.377,-5.861,-4.612,-1.3,-1.13,-0.96,-0.63
COC1=CC=C(C(=O)C=CC2=CC(OC)=C(OC)C=C2OC)C=C1O,-4.547,-8.809,-7.449,-4.822,-1.89,-1.28,-0.36,-1.6
COC1=CC=C(C(=O)C=CC2=CC=C(O)C=C2OC)C(OC)=C1,-4.545,-8.646,-7.798,-5.013,-1.15,-1.46,-0.67,-1.58
COC1=CC=C(C=CC(=O)C2=CC=C(O)C=C2O)C=C1OC,-4.337,-9.451,-6.933,-4.958,-1.59,-0.88,-0.25,-3.83
COC1=CC=C(CNCCC2=CC=C(C#N)C=C2)C=C1OC,-4.48,-9.445,-6.656,-4.656,-1.88,-0.67,-0.23,-1.91
COC1=CC=C(CNC[C@@H](O)C2=CC=CC(Cl)=C2)C(Br)=C1O,-4.401,-7.665,-6.827,-5.319,-1.84,-2.17,-1.41,-2.17
COC1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O,-3.593,-6.284,-5.489,-4.843,-1.25,-2.9,-0.77,-1.7
COCC1CN(C(=O)C2=C(Br)C3=CC=CC=C3S2)CC(C)O1,-3.667,-7.112,-6.277,-4.303,-1.35,-0.58,-0.8,-1.88
COCCC1=NCNc2ccc3c(Cl)c2OCC(=C(Cl)C=CC3)C=NN=CNC1,-4.908,-9.278,-7.438,-5.362,-1.58,-2.04,-1.09,-2.69
COCCCNC(=O)CCCOc1ccc(Cl)cc1Cl,-3.651,-7.721,-6.728,-4.579,-1.39,-1.49,-0.99,-3.16
COCCNC(=O)c1c(N)n(CCc2ccc(OC)c(OC)c2)c2nc3ccccc3nc21,-4.815,-9.696,-8.916,-5.73,-1.46,-2.46,-1.43,-2.49
COCCOCCOC(=O)Cn1c(C)nc2ccccc2c1=O,-4.607,-8.624,-6.694,-5.211,-1.89,-0.94,-0.8,-1.78
COCC[N@H+](C)C[C@@H](O)Cn1c2ccccc2c2ccccc21,-4.269,-8.496,-6.654,-5.405,-1.97,-1.49,-1.05,-2.52
COCNC1=NC(C=CC(C)C)=NC=CC=C1,-3.64,-7.39,-5.754,-4.511,-1.61,-1.41,-1.14,-2.14
COCNC1=NC2=NC(=CC=C1)CC=C(Cl)C(Cl)=C2,-4.226,-8.413,-6.27,-5.122,-1.52,-1.02,-0.29,-0.95
COC[C@H](C)Oc1c(O)ccc2c(=O)c3c(O)cc(O)cc3oc21,-4.525,-9.398,-7.36,-5.509,-2.79,-2.4,-0.52,-2.37
COCc1cccc(C(=O)Nc2nc3ccccc3s2)c1,-4.813,-8.437,-6.647,-4.617,-1.67,-1.88,-0.63,-2.62
CO[C@@H](C)CCNC(=O)c1c[nH]c2ccc(C)cc2c1=O,-4.338,-7.942,-6.708,-5.16,-1.54,-1.61,-1.24,-2.84
COc1c(Br)c(Br)c(OC)c2ccccc21,-3.707,-6.438,-5.569,-4.374,-1.68,-1.45,-1.05,-0.66
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c([N+](=O)[O-])cc1OC,-5.005,-10.29,-7.978,-5.63,-0.99,-1.4,-1.09,-0.15
COc1cc(-c2oc3cc(C)c(C)cc3c(=O)c2O)ccc1O,-5.031,-8.944,-7.225,-5.533,-2.72,-1.25,-0.44,-0.91
COc1cc(/C=C\CO)cc(OC)c1O,-3.743,-6.898,-5.679,-4.969,-0.93,-0.83,-0.69,-0.42
COc1cc(C)c([C@H](C)NC(=O)c2ccc(CC[NH3+])cc2)cc1OC,-4.545,-8.433,-7.267,-5.561,-2.76,-0.8,-0.24,-2.05
COc1cc(F)c(Nc2ncc3ccccc3n2)cc1OC,-4.043,-9.143,-6.472,-5.492,-2.62,-1.1,-0.59,-1.69
COc1cc(Nc2nc(N)c3ccccc3n2)cc(OC)c1,-4.376,-8.232,-6.323,-5.109,-2.06,-1.24,-0.81,-1.65
COc1cc(O)c(OC)cc1O,-3.192,-5.885,-4.948,-4.578,-0.47,-1.52,-0.31,-1.3
COc1cc(O)c2c(=O)cc(-c3cc(OC)c(O)c(OC)c3OC)oc2c1,-4.385,-9.952,-7.038,-6.144,-2.12,-2.4,-0.48,-2.28
COc1cc(OC)cc(N2C(=O)N(Cc3cc(C)ccc3C)c3ccccc3S2(=O)=O)c1,-4.626,-8.527,-7.822,-5.943,-1.71,-2.11,-1.38,-1.63
COc1cc2nc(SC)nc(N)c2cc1OC,-3.396,-6.94,-5.843,-4.622,-1.86,-1.47,-0.5,-1.01
COc1cc2oc(-c3ccccc3)cc(=O)c2c([O-])c1O,-5.277,-8.921,-7.597,-5.638,-0.75,-0.81,-0.57,-0.89
COc1ccc(-c2cc(=O)c3c([O-])c(O)c(OC)cc3o2)cc1,-4.367,-8.939,-7.274,-5.308,-1.5,-0.6,-0.51,-1.76
COc1ccc(-c2cc3c(SCC(=O)Nc4cccc(C#N)c4)nccn3n2)cc1,-4.669,-10.43,-8.206,-5.787,-2.87,-1.74,-1.48,-1.49
COc1ccc(-c2cn3c(C(=O)Nc4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)c4c3n2CCCC4)cc1,-5.109,-11.28,-9.309,-5.964,-1.56,-1.71,-1.36,-1.27
COc1ccc(-c2nc(-c3ccccc3)c(-c3ccc(O)cc3)[nH]2)cc1,-4.649,-9.518,-8.496,-6.169,-1.78,-0.79,-0.3,-1.88
COc1ccc(-c2nc(NC(=O)c3cccc(C#CCO)c3)sc2C)cc1,-5.033,-9.815,-8.368,-6.043,-1.08,-1.61,-0.4,-1.8
COc1ccc(-c2nc(NC(=O)c3cccc(NS(C)(=O)=O)c3)sc2C)cc1,-4.639,-9.86,-8.085,-5.136,-1.92,-1.11,-0.57,-1.96
COc1ccc(-c2nonc2NC(=O)c2ccccc2OC)cc1C,-4.743,-8.715,-7.37,-5.668,-1.59,-1.1,-1.0,-1.13
COc1ccc(-n2ccnc2SCC(=O)Nc2cc(C)c(O)c(C)c2C)cc1,-4.422,-8.435,-7.285,-5.455,-1.95,-1.09,-0.67,-2.1
COc1ccc(C(=O)Nc2c3c(nn2-c2ccccc2)CSC3)cc1,-4.338,-8.642,-7.031,-5.327,-1.57,-1.32,-0.51,-1.12
COc1ccc(C(=O)Nc2nonc2-c2ccc(OC(C)C)cc2)cc1Cl,-5.063,-9.397,-8.034,-5.469,-1.44,-1.09,-0.47,-2.09
COc1ccc(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(OC)cc3)C3=C2C(=O)CC(C)(C)C3)cc1,-5.05,-4.74,-8.895,-5.94,-1.69,-0.76,-1.51,-2.31
COc1ccc(CN2CCN(Cc3cccc(O)c3)CC2)c(Cl)c1OC,-4.916,-9.434,-7.548,-4.97,-1.88,-0.75,-0.47,-3.97
COc1ccc(Cl)c(CN2CCN(Cc3ccc(O)cc3)CC2)c1,-4.791,-9.321,-6.648,-4.846,-1.57,-1.24,-0.54,-1.33
COc1ccc(N2C(=O)N(Cc3ccccc3F)c3ccccc3S2(=O)=O)cc1,-4.727,-9.651,-7.885,-6.141,-1.88,-1.69,-0.79,-1.19
COc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3ccc(OC)c(OC)c3)C3=C2CC(C)(C)CC3=O)cc1,-5.188,-4.377,-9.027,-6.077,-1.61,-2.08,-1.45,-1.73
COc1ccc(NC(=O)c2c(-c3ccc(OC)cc3)c3c4n2cc(-c2ccccc2)n4CCCC3)cc1,-5.578,-10.58,-9.437,-5.671,-1.98,-1.04,-1.34,-3.1
COc1ccc(S(=O)(=O)CC(=O)Nc2nc(-c3ccc(C)cc3)cs2)cc1,-4.477,-10.23,-7.881,-5.113,-0.71,-1.8,-1.9,-1.83
COc1ccc2c(=O)cc(-c3ccccc3)oc2c1O,-4.454,-8.582,-6.438,-5.047,-1.08,-1.61,-0.66,-1.02
COc1ccc2c(CSCCCC(C)C)cc(=O)oc2c1,-4.014,-8.258,-6.097,-4.806,-1.24,-1.93,-0.66,-1.42
COc1ccc2c(c1)OC[C@@H](C(=O)N[C@H](C(C)(C)C)C(F)(F)F)C2,-4.034,-8.027,-7.001,-5.174,-1.43,-0.75,-0.83,-0.95
COc1ccc2c(c1)oc(-c1cccc(OC)c1OC)c(O)c2=O,-4.362,-8.961,-6.973,-5.384,-1.82,-1.86,-0.88,-0.93
COc1ccc2oc(C(N)=O)cc(=O)c2c1,-4.011,-7.407,-5.431,-4.79,-0.53,-1.29,0.05,-1.21
COc1ccc2sc(N(Cc3cccnc3)C(=O)c3ccccc3[N+](=O)[O-])nc2c1,-5.015,-9.165,-7.669,-5.558,-1.98,-1.41,-1.36,-1.79
COc1cccc(-n2ccnc2SCC(=O)Nc2c(C)cccc2OC)c1,-4.837,-9.839,-7.841,-4.969,-2.26,-1.74,-1.57,-1.6
COc1cccc(N2C(=O)N(Cc3ccc(OC)c(F)c3)c3ccccc3S2(=O)=O)c1,-4.928,-8.348,-7.999,-5.719,-2.27,-1.7,-0.81,-1.67
COc1ccccc1C(=O)N(Cc1cccnc1)c1nc2cc(C)c(C)cc2s1,-5.094,-9.124,-8.023,-6.147,-2.35,-1.72,-0.81,-3.83
COc1ccccc1NCC(=O)N1CCN(C(=O)c2ccco2)CC1,-4.231,-8.745,-6.878,-5.061,-1.35,-1.41,-0.5,-1.6
COc1ncnc(C)c1-c1ccc(F)c(CO)c1,-4.234,-6.924,-5.869,-5.447,-1.85,-1.04,-0.75,-1.57
CS(=O)(=O)NC[C@@H](O)Cn1c2ccccc2c2ccccc21,-4.872,-8.611,-7.178,-5.451,-1.31,-1.12,-0.8,-1.29
CS(=O)(=O)c1cccc(C(=O)Nc2nc(-c3ccc(O)cc3)cs2)c1,-4.76,-10.84,-7.554,-5.601,-1.32,-0.95,-0.49,-2.72
CSCc1cc2c(c(Br)c1)OCO2,-3.32,-5.489,-4.733,-3.544,-0.98,-1.29,-0.53,-3.14
C[C@@H](NCc1ccc(C[NH3+])cc1)c1cc(Cl)ccc1Cl,-4.239,-7.126,-6.627,-4.48,-1.17,-0.89,-0.95,-2.03
C[C@@H]1CCCN(C(=O)C2=CC(Cl)=CC=C2Cl)C1,-3.749,-7.146,-5.453,-5.156,-1.78,-0.76,-1.52,-0.94
C[C@@H]1C[C@H](O)CN(C(=O)c2ccc(F)cc2Cl)C1,-3.937,-7.646,-6.174,-6.422,-2.09,-0.73,-0.73,-1.26
C[C@H](CCCCO)Nc1ccnc2cc(Br)ccc21,-3.812,-7.214,-5.977,-4.883,-0.82,-1.23,-1.13,-2.85
C[C@H](O)CNC1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.261,-9.223,-7.599,-5.247,-1.51,-0.96,-1.02,-1.4
C[C@H](O)C[C@@H](C)NC(=O)C1=C(O)C(C(=O)O)=CC=C1,-3.978,-8.015,-6.724,-4.557,-1.49,-1.49,-0.81,-1.53
C[C@H]1CN(C(=O)c2sc3cc(F)ccc3c2Cl)C[C@H](C)O1,-3.969,-7.124,-6.36,-4.377,-2.81,-1.97,-0.58,-0.81
C[C@H]1C[C@@H](C)CN(C(=O)C2=CC(Cl)=CC=C2[N+](=O)[O-])C1,-4.055,-7.101,-6.162,-5.02,-1.13,-1.56,-0.53,-0.76
C[N+]=C=CC=C1CC(NCCO)=NC(NC(C)=CC=C(Cl)CCl)=N1,-4.296,-8.414,-6.825,-4.831,-1.09,-0.77,-1.09,-1.9
C[NH+](C)CCCNCc1ccc(-c2ccc(Cl)cc2Cl)o1,-3.612,-7.58,-6.484,-4.888,-0.78,-0.71,-0.67,-1.74
C[NH2+]Cc1cccc(Nc2ccnc3ccc(Cl)cc32)c1,-4.171,-8.598,-6.397,-4.965,-0.75,-0.93,-1.07,-1.48
Cc1[nH]c2ccccc2c(=O)c1C[NH3+],-3.909,-6.848,-5.505,-4.967,-0.98,-3.48,-0.6,-1.35
Cc1[nH]c2ccccc2c(=O)c1OCCSC(C)C,-3.798,-7.961,-5.997,-5.019,-2.06,-1.39,-1.69,-1.7
Cc1c(Cl)cccc1NC(=O)c1ccc(-c2cccc(Cl)c2)o1,-4.401,-8.301,-6.93,-5.693,-2.19,-0.94,-1.48,-1.82
Cc1c2ccccc2[nH]c(=O)c1C(=O)[N-]OCC(C)C,-4.328,-8.115,-6.871,-5.012,-3.15,-0.86,-0.54,-1.06
Cc1cc(-c2csc(Nc3ccc(O)cc3)n2)ccc1F,-4.619,-8.835,-6.756,-4.963,-0.68,-0.77,-0.68,-3.93
Cc1cc(C)cc(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccccc2F)c1,-4.936,-9.689,-8.139,-6.354,-2.2,-2.52,-0.84,-1.95
Cc1cc(NC2=NC3=C=CC3C(NCCO)=N2)ccc1Cl,-4.059,-8.748,-6.734,-5.864,-1.83,-0.9,-0.6,-0.95
Cc1cc(N[C@@H](C)CCO)c2cc(F)ccc2n1,-4.163,-7.189,-6.496,-4.998,-0.55,-1.46,-1.08,-1.53
Cc1cc(N[C@H](C)CC[NH+](C)C)c2cc(F)ccc2n1,-3.995,-7.13,-6.53,-4.595,-0.86,-1.42,-0.79,-0.95
Cc1cc(N[C@H](N)CCC[NH3+])nc2ccccc12,-3.842,-7.973,-6.326,-6.243,-0.27,-0.99,-0.63,-2.0
Cc1cc(Nc2cc(C(F)(F)F)ccc2F)n2ncnc2n1,-4.396,-7.989,-6.681,-5.5,-0.5,-1.23,-0.87,-1.58
Cc1cc(Nc2ccc(C)c(Br)c2)n2ncnc2n1,-4.045,-7.937,-5.651,-4.664,-0.71,-0.78,-0.79,-2.4
Cc1cc(Nc2ccc(CNC(=O)[O-])cc2)n2nc(C(F)(F)F)nc2n1,-4.582,-9.273,-7.911,-6.006,-1.67,-1.37,-0.87,-1.76
Cc1cc(O)cc(NS(=O)(=O)c2cc3c4c(c2)CCC(=O)N4CC3)c1,-4.853,-8.459,-8.217,-5.609,-2.54,-1.37,-1.58,-1.87
Cc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,-4.783,-8.761,-6.717,-5.105,-1.76,-0.7,-0.43,-1.06
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(F)ccc4Cl)nccn3n2)cc1C,-4.901,-9.467,-8.127,-5.395,-2.86,-1.21,-1.57,-2.55
Cc1ccc(-c2ccc(CNCC[NH2+]C[C@@H](C)O)o2)cc1Cl,-4.284,-7.951,-6.647,-5.456,-1.24,-0.96,-0.45,-1.8
Cc1ccc(-c2csc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)n2)cc1C,-4.836,-10.1,-8.258,-5.99,-1.74,-1.5,-1.22,-1.8
Cc1ccc(C(=O)Nc2c3c(nn2-c2ccc(Cl)cc2)CSC3)cc1[N+](=O)[O-],-4.358,-9.537,-7.782,-5.395,-1.93,-1.56,-0.64,-0.99
Cc1ccc(CN2CCN(Cc3cc(O)ccc3C)CC2)cc1,-4.408,-8.858,-6.999,-5.521,-2.24,-0.62,-0.29,-0.93
Cc1ccc(NC(=O)Nc2ccc(C)c(F)c2)cc1,-3.932,-8.46,-6.099,-4.815,-1.28,-0.95,-1.23,-3.68
Cc1ccc(NS(=O)(=O)c2cc3c4c(c2)CCC(=O)N4CC3)cc1C,-4.876,-8.565,-7.951,-5.649,-1.52,-1.59,-1.62,-0.97
Cc1ccc(OCCC(=O)OCCCCCO)c(C)c1,-4.1,-8.466,-6.654,-4.933,-1.17,-0.77,-0.64,-1.43
Cc1cccc(C(=O)N(Cc2ccc(Cl)cc2)c2ccccn2)c1,-4.711,-8.781,-7.077,-5.171,-1.95,-1.38,-1.9,-2.23
Cc1cccc2c1C(NC=CC=C(N)CCl)N=CNC2O,-4.226,-8.377,-6.84,-5.524,-1.36,-1.3,-1.57,-1.75
Cc1ccccc1N,-2.893,-5.046,-3.86,-3.809,-0.35,-1.87,-0.59,-2.12
Cc1ccccc1NS(=O)(=O)c1cc2c3c(c1)CCC(=O)N3CC2,-4.868,-7.76,-7.139,-5.316,-2.13,-0.95,-1.56,-1.72
Cc1cccccnc(C=CC=CN=CCN2C=C(CO)C(Cl)=CC2)nc1C,-4.911,-8.799,-7.645,-5.478,-1.63,-1.8,-1.67,-3.05
Cc1nc(N2C=CC(Cl)C(Cl)=C2)nc2ccccc12,-3.99,-7.698,-6.519,-4.866,-1.18,-0.59,-0.31,-1.46
Cc1nc(NC(=O)Nc2cccc(C)c2C)sc1C,-4.193,-7.19,-6.046,-4.915,-1.27,-1.53,-0.74,-1.94
